phrase_name,tag_CK,count_CK,modified_tag,modified_count
貍,Nab,0,n,1
貓哭耗子假慈悲,VH11,0,i,7
貙,Nab,0,n,1
貝柱,Nab,0,n,2
貝齒,Nab,0,n,2
負責任,VH11,94,i,94
貧賤不能移,VH11,0,i,5
貧賤夫妻百事哀,VH11,0,i,7
貪官污吏,Naeb,11,n,11
貪得無饜,VH21,0,i,4
貪心不足蛇吞象,VH11,0,i,7
貪污,"Nv1, VA4","0, 63",v,65
貪污罪,Nac,0,n,3
責任準備金,Naeb,0,n,5
貰,b,0,zg,1
貴要,Nab,1,n,2
買走,VC31,1,v,2
費唇舌,VH11,2,i,3
貼上,VC33,37,v,37
貿易公司,Ncb,0,n,4
賀儀,Nab,0,n,2
賀柬,Nab,0,n,2
賁然,VH11,0,i,2
資料中心,Ncb,0,n,4
資訊工業策進會,Nca,0,ns,7
賈后,Nba,0,nr,2
賓夕凡尼亞,Nca,0,ns,5
賓夕凡尼亞州,Nca,0,ns,6
賢昆仲,Nhac,0,n,3
賣帳,VB11,2,v,2
賣給,VD1,73,v,73
賦與,VD1,17,v,17
質量不滅定律,Nad,0,n,6
賴索托王國,Nca,0,ns,5
賵,b,0,zg,1
賸,VJ3,0,v,1
賸下,VJ1,4,v,4
賸餘,VJ3,0,v,2
賸餘價值,Nad,0,n,4
賸餘物資,Naeb,0,n,4
賽狗,VA4,0,v,2
贄敬,VC2,0,v,2
贄見,VC2,0,v,2
贊不絕口,VB11,0,v,4
贊歎,VE2,2,v,2
贊美,VC2,1,v,2
贊許,VC2,5,v,5
贊賞,VJ2,2,v,2
赩,b,0,zg,1
赫塞,Nba,6,nr,6
走下去,VA11,21,v,21
走不了,VH12,7,v,7
走不得,VH11,0,i,3
走嘴,VA4,0,v,2
走好,VA11,1,v,2
走過去,VA11,55,v,55
走霉運,VH11,0,i,3
赴會,VA13,5,v,5
起作用,VH11,4,i,4
起名稱,VB11,0,v,3
起哄,VA4,5,v,5
起早,VH11,4,i,4
起更,VH11,0,i,2
起站,Ncb,0,n,2
趁心,VH21,0,i,2
超卓,VH11,0,i,2
超國家主義,Nad,0,n,5
越出,VC1,2,v,2
越南共和國,Nca,0,ns,5
越王,Nba,0,nr,2
越王勾踐,Nba,0,nr,4
趑,b,0,zg,1
趕騾,VA4,0,v,2
趙王,Nba,0,nr,2
趫,b,0,zg,1
足心,Ncc,0,n,2
足跟,Nab,1,n,2
跅,b,0,zg,1
跌下,VC1,1,v,2
跐,VC2,0,v,1
跑來,VA11,40,v,40
跑出,VC1,26,v,26
跑出來,VA11,22,v,22
跑到,VC1,194,v,194
跑去,VC1,58,v,58
跑堂的,Nab,2,n,3
跑路,VA4,2,v,2
跑過去,VA11,11,v,11
跑開,VA11,12,v,12
跟腳,VH11,0,i,2
跨年,A,6,n,6
跨日,A,0,n,2
跨月,A,0,n,2
跪地,VA4,3,v,3
跫音,Nad,0,n,2
路加,Nba,0,nr,2
路條,Nab,1,n,2
跳上,VC1,15,v,15
跳出來,VA11,18,v,18
跳台,Nab,7,n,7
跳梁小丑,Nab,0,n,4
跳過,VC1,19,v,19
跴,b,0,zg,1
跼蹙,VH11,0,i,2
踊,b,0,zg,1
踏破鐵鞋無覓處,VA4,0,v,7
踏踩,VC2,0,v,2
踐履,VC2,0,v,2
踐阼,VA4,0,v,2
踡,b,0,zg,1
踢到,VC2,8,v,8
踢被,VA4,0,v,2
踧,b,0,zg,1
踶,b,0,zg,1
踹踏,VC2,0,v,2
踽,b,0,zg,1
蹀蹀,b,0,zg,2
蹇滯,VH11,0,i,2
蹠骨,Nab,0,n,2
蹢,b,0,zg,1
躐進,VC1,0,v,2
躑,b,0,zg,1
躓仆,VH11,0,i,2
躓礙,VH11,0,i,2
躓頓,VH11,0,i,2
躔次,Nad,0,n,2
躕,b,0,zg,1
躞,b,0,zg,1
身份証,Nab,1,n,3
身分証,Nab,0,n,3
躺下,VA11,6,v,6
車大砲,Nab,0,n,3
車夫,Nab,6,n,6
車弩,Nab,0,n,2
軍事委員會,Ncb,0,n,5
軍事學校,Ncb,0,n,4
軍公教子女,Naeb,0,n,5
軒朗,VH11,0,i,2
軟硬不喫,VH11,0,i,4
輇,b,0,zg,1
輊,b,0,zg,1
輓,b,0,zg,1
輕油裂解工廠,Ncb,0,n,6
輗,b,0,zg,1
輪奐,VH11,0,i,2
輮,b,0,zg,1
輴,b,0,zg,1
轉台,VA4,1,v,2
轉圜,VH11,4,i,4
轉學生,Nab,10,n,10
轉注,Nad,3,n,3
轉變為,VG1,31,v,31
轉輾,Dh,0,n,2
轉轍員,Nab,0,n,3
轉過來,VB12,6,v,6
轉過去,VB12,1,v,3
轍蹟,Nac,0,n,2
轎夫,Nab,3,n,3
轗,b,0,zg,1
轣,b,0,zg,1
辟,b,0,zg,1
辦事不犖,VH11,0,i,4
農工職業學校,Ncb,0,n,6
農業學校,Ncb,0,n,4
農業專科學校,Ncb,0,n,6
農業社會,Nac,0,n,4
農業職業學校,Ncb,0,n,6
辴,b,0,zg,1
迂回,VH11,0,i,2
近水樓台,VH11,2,i,4
近水樓台先得月,VA4,0,v,7
近鄉情怯,VH11,1,i,4
迒,b,0,zg,1
返台,VA13,32,v,32
迢遞,VH11,0,i,2
迫擊砲,Nab,2,n,3
迫擊砲彈,Nab,0,n,4
迴腸盪氣,VH11,0,i,4
迴首,VA4,0,v,2
追求到,VC2,5,v,5
追趕上,VC2,1,v,3
退一步海闊天空,VH11,0,i,7
退伙,VA4,0,v,2
退出去,VA11,0,v,3
送上,VC32,27,v,27
送人,VA4,5,v,5
送子,VA4,0,v,2
送老,VA4,0,v,2
适,b,0,zg,1
逋逃,VA11,1,v,2
透澈,VH11,3,i,3
透著,VJ1,17,v,17
透露出,VK2,29,v,29
這廝,Nab,2,n,2
這樣子,"Dk, VH11","84, 647","i, l","647, 84"
這裏,Ncdb,54,f,54
這麼個,Dh,2,n,3
通儒,Nab,0,n,2
通學生,Nab,0,n,3
通舖,Nab,3,n,3
通行証,Nab,0,n,3
通說,Nad,1,n,2
通鑑,Nba,2,nr,2
通靈,VH11,20,i,20
逞一時之快,VA4,0,v,5
逞兇,VA4,0,v,2
逞匹夫之勇,VA4,0,v,5
逢到,VC2,0,v,2
連台好戲,Nad,0,n,4
連枝,Nab,0,n,2
連珠砲,Nab,2,n,3
連莊,VH11,3,i,3
週,Nfg,485,q,485
週全,VH11,7,i,7
週到,VH11,11,i,11
週圍,Ncb,4,n,4
週密,VH11,1,i,2
週延,"Nv4, VH11","0, 4","i, v","4, 2"
週折,Nad,0,n,2
週旋,VA11,3,v,3
週會,Nac,8,n,8
週率,Nad,0,n,2
週知,VI1,1,i,2
週而復始,VH11,3,i,4
週詳,VH11,4,i,4
週身,Ncb,0,n,2
週遊世界,VA13,0,v,4
週遭,Ncb,18,n,18
進占,VC1,3,v,3
進行式,Nad,2,n,3
逴,b,0,zg,1
逸麗,VH11,0,i,2
遇著,VC2,3,v,3
遊盪,VA11,5,v,5
運動家,Nab,5,n,5
運動精神,Nad,0,n,4
運用上,VB11,3,v,3
運輸設備修護費,Naeb,0,n,7
遍布,VH14,30,v,30
過去完成式,Nad,0,n,5
過去式,Nad,4,n,4
過少,"Neqa, VH11","0, 7","i, m","7, 2"
過山砲,Nab,0,n,3
過帳,VB12,0,v,2
過從,VA4,0,v,2
過急,VH11,0,i,2
過熟,VH11,0,i,2
過甚,Dfb,0,d,2
過當,VH11,1,i,2
過短,VH11,2,i,2
過處,Ncb,0,n,2
過街老鼠人人喊打,VH11,0,i,8
遑遑不可終日,VH11,0,i,6
道上,Ncc,8,n,8
道出,VE2,32,v,32
道地,VH11,33,i,33
道述,VC31,1,v,2
道里,Nad,4,n,4
達因,Nfg,0,q,2
達士,Nab,0,n,2
違和,VH11,0,i,2
遙遙的,Dh,0,n,3
遝,b,0,zg,1
遞昇,VH11,0,i,2
遠到,VC1,4,v,4
遠因,Nac,1,n,2
遠地,Ncb,9,n,9
遠達,VJ3,0,v,2
遠遠的,Dg,0,l,3
遣將,VA4,0,v,2
遨嬉,VA4,0,v,2
適纔,Dd,0,d,2
遭受到,VJ1,15,v,15
遭天打雷劈,VH11,0,i,5
遭遇到,VJ1,29,v,29
遶,b,0,zg,1
選舉事務所,Ncb,0,n,5
選舉區,Ncb,0,n,3
選舉日,Ndabd,0,t,3
選舉罷免法,Nad,0,n,5
遺跡,Nab,83,n,83
遽聞,VE2,0,v,2
邁阿密海灘,Nca,2,ns,5
邃密,VH11,0,i,2
還不如,"Cbca, VJ1","30, 5","c, v","30, 5"
還口,VA4,4,v,4
還可以,"Dbab, VH11","133, 22","i, v","22, 133"
還報,VC2,0,v,2
還師,VC1,0,v,2
還帳,VA4,0,v,2
還情,VA4,0,v,2
還本,VA4,5,v,5
還錢,VA4,8,v,8
邈邈,VH11,0,i,2
邊郡,Ncb,0,n,2
邑人,Nab,0,n,2
邑宰,Nab,0,n,2
那麼著,Dk,1,l,3
邵氏,Nba,0,nr,2
邸第,Nab,0,n,2
郁,b,0,zg,1
郁穆,VH11,0,i,2
郁郁,b,0,zg,2
郁馥,VH11,0,i,2
郗,b,0,zg,1
郢人,Nab,0,n,2
部從,Nab,0,n,2
郲,b,0,zg,1
郵政代辦所,Ncb,0,n,5
都會,Ncb,66,n,66
都監,Nab,0,n,2
都邑,Ncb,0,n,2
鄉民代表會,Nac,0,n,5
鄉鎮民代表,Nab,0,n,5
鄭國,Nca,7,ns,7
鄭瀾,Nba,1,nr,2
酒盃,Nab,0,n,2
酒舖,Ncb,0,n,2
酤酒,VA4,0,v,2
酸疼,VH11,1,i,2
酸痛,"Nv4, VH11","0, 19","i, v","19, 2"
酸軟,VH11,3,i,3
醁,b,0,zg,1
醉客,Nab,1,n,2
醜詆,VC2,0,v,2
醥,b,0,zg,1
醨,b,0,zg,1
醫事職業學校,Nab,0,n,6
醱,b,0,zg,1
醱酵,VH11,5,i,5
醱醅,Naa,0,n,2
醺魚,Nab,0,n,2
醽,b,0,zg,1
醾,b,0,zg,1
釁鼓,Nab,0,n,2
釆,b,0,zg,1
采,b,0,zg,1
釋迦牟尼佛,Nba,7,nr,7
里,"!Nca, Nfg","0, 179","n, q","1, 179"
里幹事,Nab,0,n,3
里程表,Nab,0,n,3
里約,Nca,42,ns,42
重力加速度,Nad,0,n,5
重建為,VG1,2,v,3
重摺,VC2,0,v,2
重砲,Nab,0,n,2
重賞之下必有勇夫,VH11,0,i,8
重鎚,Nab,0,n,2
野台,Ncb,2,n,2
野戰砲,Nab,0,n,3
野砲,Nab,0,n,2
野蠻人,Nab,4,n,4
量出,VC31,6,v,6
量地,VA4,0,v,2
金波,Naa,1,n,2
金紅,Nad,1,n,2
金鈿,Naa,0,n,2
金雞納鹼,Naa,0,n,4
釕,Naa,0,n,2
釘上,VC32,3,v,3
釘鎚,Nab,0,n,2
針孔照像機,Nab,0,n,5
針灸,"Nad, VB11","35, 22","n, v","35, 22"
針砭,VC2,2,v,2
針芒,Nab,0,n,2
釣魚台,Nca,107,ns,107
釣魚台列島,Nca,0,ns,5
釣魚臺列島,Nca,0,ns,5
鈕子,Nab,0,n,2
鈕孔,Nab,0,n,2
鈕扣,Nab,6,n,6
鈴鈴,Dh,0,n,2
鈽,Naa,0,n,1
鉅億,Nad,0,n,2
鉅儒,Nab,0,n,2
鉅大,VH11,15,i,15
鉅費,Naeb,0,n,2
鉅量,A,1,n,2
鉋冰,Naa,0,n,2
鉋刀,Nab,0,n,2
鉋削,VC2,0,v,2
鉋子,Nab,0,n,2
鉋成,VG1,0,v,2
鉋花,VA4,0,v,2
鉑銥,Naea,0,n,2
鉤上,VC2,0,v,2
鉤花點葉派,Nab,0,n,5
鉤虫,Nab,0,n,2
鉸鍊,Nab,4,n,4
銀杯,Nab,1,n,2
銀樽,Nab,0,n,2
銀盾,Nab,1,n,2
銀竹,Nab,0,n,2
銀釧,Nab,0,n,2
銈,Naa,0,n,1
銘傳女子商業專科學校,Nca,0,ns,10
銘誄,Nac,0,n,2
銤,Naa,0,n,1
銧,Naa,0,n,1
銲,b,0,zg,1
銷毀,"Nv1, VC2","0, 21",v,23
鋂,Naa,0,n,1
鋊,b,0,zg,1
鋏子,Nab,0,n,2
鋸掉,VC2,3,v,3
鋼琴協奏曲,Nac,0,n,5
錢坑,Nab,2,n,2
錢奴,Nab,2,n,2
錢庄,Ncb,2,n,2
錢復,Nba,45,nr,45
錢票,Nab,0,n,2
錢荒,Nad,0,n,2
錢財乃身外之物,VH11,0,i,7
錢鋪,Ncb,0,n,2
錦衾,Nab,0,n,2
錴,Naa,0,n,1
錵,b,0,zg,1
鍊子,Nab,3,n,3
鍊條,Nab,1,n,2
鍋台,Nab,2,n,2
鍛煉,VC2,0,v,2
鍛鍊出,VC31,0,v,3
鍼,b,0,zg,1
鍾山,Nca,2,ns,2
鍾縣,Nca,0,ns,2
鎃,b,0,zg,1
鎔岩,Nab,0,n,2
鎔解熱,Nad,0,n,3
鎗口,Ncc,0,n,2
鎗彈,Naeb,0,n,2
鎗戰,Nac,0,n,2
鎗托,Nab,0,n,2
鎗把,Nab,0,n,2
鎗斃,VC2,0,v,2
鎗林彈雨,Nad,0,n,4
鎗架,Nab,0,n,2
鎗桿,Nab,0,n,2
鎗法,Nad,0,n,2
鎗砲,Naeb,0,n,2
鎗膛,Nab,0,n,2
鎗身,Nab,0,n,2
鎚兒,Nab,0,n,2
鎚子,Nab,2,n,2
鎚頭,Nab,0,n,2
鎮日,Dd,8,d,8
鏑矢,Nab,0,n,2
鏑箭,Nab,0,n,2
鏝刀,Nab,0,n,2
鏟出,VC33,0,v,2
鏟除,VC2,5,v,5
鏡中,Ncc,0,n,2
鏡台,Nab,0,n,2
鏡鑒,Nac,0,n,2
鏤簋,Nab,0,n,2
鏦,Nab,0,n,1
鐋,Nab,0,n,1
鐙環,Nab,0,n,2
鐵杆,Nab,0,n,2
鐵砲,Nab,0,n,2
鐵磬,Nab,0,n,2
鐵証,Nac,0,n,2
鐵路管理局,Ncb,0,n,5
鐵鉞,Nab,0,n,2
鐵鍊,Nab,3,n,3
鐵鎚,Nab,13,n,13
鐶,b,0,zg,1
鐻,b,0,zg,1
鐽,b,0,zg,1
鑀,Naa,0,n,1
鑑定為,VG1,2,v,3
鑒,b,0,zg,1
鑒別,VC2,2,v,2
鑒定,VE2,10,v,10
鑒察,VA4,0,v,2
鑒於,Cbba,15,c,15
鑒核,VC2,0,v,2
鑒賞,VC2,4,v,4
鑞鎗頭,Nab,0,n,3
鑢,b,0,zg,1
鑣客,Nab,0,n,2
鑣局,Ncb,0,n,2
鑪,Naa,1,n,1
鑽台,Nab,0,n,2
長世,Nad,0,n,2
長人,Nab,6,n,6
長公,Nab,0,n,2
長出,VJ3,40,v,40
長出來,VH14,16,v,16
長吁短歎,VA4,0,v,4
長壽煙,Nab,1,n,3
長安人,Nab,2,n,3
長庚紀念醫院,Nca,0,ns,6
長形,Nac,2,n,2
長日,Ndabd,0,t,2
長歎,VC31,0,v,2
長男,Nab,1,n,2
長計,Nac,0,n,2
門帘,Nab,1,n,2
門戶開放政策,Nac,0,n,6
門望,Nad,0,n,2
閂門,VA4,0,v,2
閉上,VC2,35,v,35
開國紀念日,Ndabd,0,t,5
開年,Ndabd,0,t,2
開征,VC31,5,v,5
開歲,Nad,0,n,2
開發中國家,Nac,0,n,5
開砲,VA4,1,v,2
開誠布公,VA4,2,v,4
開過去,VB2,6,v,6
閎衍,VH11,0,i,2
閎言,Nac,0,n,2
閎達,VH11,0,i,2
閑居,VC1,1,v,2
閑散,VH11,0,i,2
閑暇,Nad,2,n,2
閑空,Nad,0,n,2
閑話,Nad,2,n,2
閑雜,VH11,1,i,2
閑靜,VH11,0,i,2
閔傷,VJ2,0,v,2
閔凶,Nad,0,n,2
閔恤,VC2,0,v,2
閣揆,Nab,26,n,26
閨艷,Nad,0,n,2
閱兵台,Ncb,0,n,3
閻宦,Nba,0,nr,2
閽人,Nab,0,n,2
闈場,Ncb,1,n,2
闐池,Nca,0,ns,2
闕下,Ncc,0,n,2
闕字,Nac,0,n,2
闕詞,Nac,0,n,2
關于,P41,2,p,2
關係代名詞,Nac,0,n,5
關係企業,Nac,0,n,4
關起來,VB12,0,v,3
闢土,VA4,5,v,5
闢地,VA4,1,v,2
闢建,"Nv1, VC33","0, 37",v,39
闢為,VG1,11,v,11
闢田,VA4,0,v,2
闢邪,VA4,0,v,2
阮江,Nca,0,ns,2
防濕,VH11,0,i,2
阿公店水庫,Nca,0,ns,5
阿司匹靈,Nab,0,n,4
阿基米德原理,Nba,0,nr,6
阿姊,Nab,0,n,2
阿姑,Nab,0,n,2
阿娘,Nab,2,n,2
阿寶,Nba,3,nr,3
阿拉伯聯合大公國,Nca,0,ns,8
阿斯匹靈,Nab,33,n,33
阿母,Nab,2,n,2
阿爾卑斯山地,Nca,0,ns,6
阿爾發粒子,Nab,0,n,5
阿留申群島,Nca,0,ns,5
阿舅,Nab,0,n,2
阿花,Nab,0,n,2
附屬國民小學,Nab,0,n,6
附屬高級中學,Nab,0,n,6
降將,Nab,0,n,2
陞官,VH11,0,i,2
除官,VB12,0,v,2
除清,VC2,0,v,2
除濕,VA4,1,v,2
除濕機,Nab,0,n,3
除舊布新,VA4,0,v,4
除號,Nac,0,n,2
陰唇,Nab,6,n,6
陰月,Ndabc,0,t,2
陰沈,VH11,4,i,4
陰溝裡翻船,VH11,0,i,5
陰濕,VH11,8,i,8
陳乞,VF2,0,v,2
陳事,Nac,0,n,2
陳屍,VA12,5,v,5
陳情,"Nv1, VF2","0, 75",v,77
陳明,Nba,6,nr,6
陳皮,Nab,4,n,4
陳言,"Nac, VA4","0, 0","n, v","2, 2"
陳訴,"Nv1, VE2","0, 2",v,4
陳誠,Nba,8,nr,8
陳請,VF2,3,v,3
陳貨,Naeb,0,n,2
陳蹟,Nab,0,n,2
陳酒,Naa,0,n,2
陳醋,Naa,0,n,2
陵轢,VC2,0,v,2
陶染,VC2,0,v,2
陶磚,Naa,0,n,2
陸光,Nba,24,nr,24
陸官,Nab,0,n,2
陸居,A,0,n,2
陸海空三軍,Naea,0,n,5
陸軍軍官學校,Nca,0,ns,6
陽台,Nab,73,n,73
陽明醫學院,Nca,0,ns,5
隃,b,0,zg,1
隄,Nab,0,n,1
隆寒,VH11,0,i,2
隆愛,Nad,0,n,2
隆田,Nca,0,ns,2
隆興,VH11,0,i,2
隔月,Dd,0,d,2
隕歿,VH11,0,i,2
隘窘,VH11,0,i,2
隙罅,Nab,0,n,2
隩,b,0,zg,1
隱秘,VH11,7,i,7
隻,Nfa,1207,q,1207
隻字,Nac,11,n,11
隻影,Nac,0,n,2
雀屏中選,VH11,9,i,9
雁子,Nab,0,n,2
雁序,Nad,0,n,2
雅致,VH11,10,i,10
雇,VF2,13,v,13
雇主,Nab,48,n,48
雇傭,Nab,0,n,2
雇員,Nab,9,n,9
雇工,Nab,2,n,2
雇戶,Nab,0,n,2
雇用,"Nv1, VC2","0, 60",v,62
雇船,VA4,0,v,2
雇車,VA4,0,v,2
雇農,Nab,0,n,2
雊,b,0,zg,1
雋材,Naeb,0,n,2
雕蚶鏤蛤,VH11,0,i,4
雙唇,Naea,10,n,10
雙子葉植物,Nab,0,n,5
雙摺,A,0,n,2
雙衛,Naea,1,n,2
雙連,Nca,2,ns,2
雙骰,Naea,0,n,2
雙鯉,Naea,0,n,2
雙鳳,Naea,0,n,2
雜膾,Naa,0,n,2
雝,b,0,zg,1
雞年,Ndaba,0,t,2
雞蛋裡挑骨頭,VA4,3,v,6
雞隻,Naeb,1,n,2
難字,Nac,5,n,5
難找,VC31,7,v,7
難民收容所,Ncb,0,n,5
難管,VH11,0,i,2
雨淋日曬,VH11,0,i,4
雨雲,Naa,2,n,2
雪撬,Nab,2,n,2
雪虐風饕,VH11,0,i,4
雰,b,0,zg,1
雲梢,Ncb,0,n,2
雲譎波詭,VH11,0,i,4
雷聲大雨點小,VH11,0,i,6
雷霆萬鈞之勢,Nad,0,n,6
電動打字機,Nab,0,n,5
電台,Ncb,147,n,147
電子工業研究所,Nca,0,ns,7
電子所,Ncb,3,n,3
電桿,Nab,13,n,13
電線桿,Nab,19,n,19
電表,Nab,5,n,5
電視公司,Ncb,0,n,4
電視台,Ncb,120,n,120
電請,VF2,3,v,3
震蕩,VA2,3,v,3
霈然,VH11,0,i,2
霉,Naa,4,n,4
霉乾菜,Nab,0,n,3
霉味,Nad,8,n,8
霉天,Nac,0,n,2
霉干菜,Naa,0,n,3
霉氣,Nad,0,n,2
霉潮,Nad,0,n,2
霉爛,VH11,4,i,4
霉菌,Nab,3,n,3
霉運,Nad,2,n,2
霉雨,Naa,0,n,2
霑恩,VH11,0,i,2
霑惠,VH11,0,i,2
霑染,VJ1,0,v,2
霑潤,VJ1,0,v,2
霑濡,VJ1,0,v,2
霑衣,VH11,0,i,2
霑衿,VH11,0,i,2
霑被,VI2,0,v,2
霑襟,VH11,0,i,2
霑霈,VI2,0,v,2
霙,b,0,zg,1
霧台,Nca,1,ns,2
露出來,VC2,4,v,4
露台,Nab,0,n,2
霸占,VC31,0,v,2
霹靂砲,Nab,0,n,3
霾晦,VH11,0,i,2
靂,b,0,zg,1
靈台,Nad,1,n,2
靈秀,VH11,4,i,4
青年救國團,Nca,0,ns,5
青年軍,Nab,2,n,3
青年輔導委員會,Nca,0,ns,7
青康滇縱谷高原,Nca,0,ns,7
青康藏高原,Nca,2,ns,5
青玉,Naa,0,n,2
青瓦台,Nab,3,n,3
青碧,Nad,0,n,2
青紅皂白,Nad,10,n,10
青鱸,Nab,0,n,2
靖難,Nba,0,nr,2
靜修,VA4,2,v,2
靜宜女子文理學院,Nca,0,ns,8
靜宜文理學院,Nca,0,ns,6
靜美,VH11,1,i,2
靜電健康器,Nab,0,n,5
非常時期,Nad,7,n,7
非營業支出,Naeb,0,n,5
非營業收入,Naeb,0,n,5
靠在,VJ1,9,v,9
面皮,Nab,1,n,2
面粉,Naa,0,n,2
面臨到,VJ1,9,v,9
靦汗,VH11,0,i,2
靦顏,VH11,0,i,2
靪,b,0,zg,1
靷,Nab,0,n,1
鞄,b,0,zg,1
鞋扣,Nab,0,n,2
鞚,b,0,zg,1
鞤,b,0,zg,1
鞭尸,VA4,0,v,2
鞭砲,Nab,1,n,2
韁繩,Nab,2,n,2
韆,b,0,zg,1
韋蓆,Nab,0,n,2
韓國人,Nab,9,n,9
韓琦,Nba,0,nr,2
韡,b,0,zg,1
音樂台,Nab,6,n,6
韶顏,Nad,0,n,2
頂好,Nca,3,ns,3
頂讓,VD1,3,v,3
頂起來,VB2,0,v,3
順時鐘方向,Nac,0,n,5
須得,Dbab,3,v,3
頌歎,VC2,0,v,2
頏,b,0,zg,1
預力混凝土,Naa,0,n,5
頑逆,VH11,0,i,2
頒布,"Nv1, VC31","0, 13",v,15
頗好,VH11,0,i,2
領導性,Nad,0,n,3
頦頷,Nab,0,n,2
頭大,VH21,5,i,5
頭臉,Nad,2,n,2
頹圮,VH11,1,i,2
頻催,VF2,1,v,2
顈,b,0,zg,1
願天下有情人皆成眷屬,VH11,0,i,10
顛簸而行,VH11,0,i,4
類此,VH11,3,i,3
顢,b,0,zg,1
顧卹,VJ2,0,v,2
顧命,b,0,zg,2
顧戀,VJ2,0,v,2
顧曲,b,0,zg,2
顧笑,b,0,zg,2
顯示出,VK2,74,v,74
顯示出來,VB2,5,v,5
顰蹙,Nad,0,n,2
風濕,Nad,5,n,5
風濕性,Nad,2,n,3
風濕熱,Nad,0,n,3
風濕病,Nad,2,n,3
風濕症,Nad,1,n,3
風行草偃,VH11,1,i,4
風釆,Nad,0,n,2
風雨淒淒,VH11,0,i,4
颯沓,VH11,0,i,2
颳,VC2,23,v,23
飂,b,0,zg,1
飄幌,Nab,0,n,2
飄洒自如,VH11,0,i,4
飄盪,VA11,3,v,3
飄遙,VH11,0,i,2
飛檄,Nab,0,n,2
飛燕,"Nab, Nca","2, 0","n, ns","2, 2"
飛矢,Nab,0,n,2
飛簷,Nab,8,n,8
飛簷走壁,VA4,2,v,4
飛走,VA11,14,v,14
食不充饑,VH11,0,i,4
食品舖,Ncb,0,n,3
飢民,Nab,6,n,6
飢荒,Nad,5,n,5
飢饉,Nad,1,n,2
飥,b,0,zg,1
飭令,VF2,5,v,5
飭辦,VC31,0,v,2
飭遵,VJ1,0,v,2
餅干,Nab,1,n,2
養珠,Nab,1,n,2
養胖,VC2,0,v,2
餓死事小失節事大,VH11,0,i,8
餓莩,Nab,0,n,2
餔,b,0,zg,1
餖,b,0,zg,1
餘事,Nac,0,n,2
餘波蕩漾,VH11,0,i,4
餘澤,Nad,0,n,2
餘蔭,Nad,1,n,2
餘音嬝繞,VH11,1,i,4
餘音繞梁,VH11,0,i,4
餤,VC31,0,v,1
餧,b,0,zg,1
餵,VC2,54,v,54
餺,b,0,zg,1
饁,b,0,zg,1
饑,b,0,zg,1
饑不擇食,VH11,0,i,4
饑寒,Nad,0,n,2
饑寒交迫,VH11,0,i,4
饑渴,VH11,5,i,5
饑溺,Nad,0,n,2
饑飽,Nad,0,n,2
饑餓,VH11,15,i,15
饒富,VJ3,11,v,11
饒沃,VH11,0,i,2
饔人,Nab,0,n,2
饘,Naa,0,n,1
饜足,VH11,0,i,2
饜食,VA4,0,v,2
首席檢查官,Nab,0,n,5
香亭,Nab,0,n,2
香港人,Nab,49,n,49
香港浸會學院,Nca,0,ns,6
香煙,Nab,48,n,48
香禮,Nad,0,n,2
香蠟,Naa,0,n,2
香郁,VH11,0,i,2
馬偕,Nba,17,nr,17
馬偕紀念醫院,Nca,0,ns,6
馬克數,Nad,0,n,3
馬克斯主義,Nac,0,n,5
馬兵,Nab,0,n,2
馬利,Nca,3,ns,3
馬可仕,Nba,5,nr,5
馬可斯,Nba,0,nr,3
馬夫,Nab,0,n,2
馬年,Ndaba,0,t,2
馬後砲,Nac,1,n,3
馬恩,Nba,0,nr,2
馬拉加西國,Nca,0,ns,5
馬漢,Nba,0,nr,2
馬表,Nab,0,n,2
馬路如虎口,VH11,1,i,5
馬達加斯加島,Nca,0,ns,6
馬醫,Nab,0,n,2
馬齒,"Nab, b","0, 0","n, zg","2, 2"
馮婦,Nab,2,n,2
駑駘,Nad,0,n,2
駕駛人,Nab,29,n,29
駘蕩,VH11,0,i,2
駪,b,0,zg,1
駻,b,0,zg,1
駿逸,VH11,0,i,2
騁志,VA4,0,v,2
騎將,Nab,0,n,2
騎從,Nab,0,n,2
騎驢看唱本,VA4,0,v,5
騧,b,0,zg,1
騫旗,Nab,0,n,2
驂乘,Nab,0,n,2
驕狎,VH11,0,i,2
驗尸,VA4,0,v,2
驚嘆,VC31,0,v,2
驚嘆不已,VH21,0,i,4
驚嘆號,Nac,3,n,3
驪姬,Nba,0,nr,2
骭,b,0,zg,1
骴,b,0,zg,1
骾,b,0,zg,1
髆,b,0,zg,1
髐,b,0,zg,1
體會到,VK1,83,v,83
體現出,VK2,0,v,3
體育學院,Ncb,0,n,4
體育專科學校,Ncb,0,n,6
體育會,Ncb,16,n,16
體育活動,Nac,8,n,8
體驗到,VK1,26,v,26
高人,Nab,16,n,16
高商,Ncb,5,n,5
高單位,A,0,n,3
高坐,VC1,2,v,2
高射砲,Nab,2,n,3
高射砲彈,Nab,0,n,4
高就,VA4,3,v,3
高峙,VH11,0,i,2
高崗,Nab,1,n,2
高市,Nca,64,ns,64
高帝,Nba,0,nr,2
高年,Nad,1,n,2
高才,Nab,1,n,2
高抬貴手,VA4,4,v,4
高掛,VC33,13,v,13
高桿,VH11,1,i,2
高澤,Nad,0,n,2
高爵,Nab,0,n,2
高猷,Nac,0,n,2
高處不勝寒,VH11,0,i,5
高誼,Nad,0,n,2
高談,VC2,3,v,3
高賢,Nab,0,n,2
