phrase_name,tag_CK,count_CK,modified_tag,modified_count
啾嗽,VA4,0,v,2
喀拉蚩,Nca,0,ns,3
善才,Nab,0,n,2
喊好,VA4,0,v,2
喔唷,I,1,e,2
喔喔,Dh,2,n,2
喔嚄,I,0,e,2
喜怒不形於色,VH11,0,i,6
喝西北風兒,VH11,0,i,5
喝釆,VB11,0,v,2
喧嘩,"Nv4, VA4","0, 18",v,20
喫,VC31,16,v,16
喫官司,VH11,0,i,3
喫肉,VA4,0,v,2
喫苦,VH11,0,i,2
喫茶,VA4,8,v,8
喫飯,VA4,0,v,2
喫飯防噎,VA4,0,v,4
喫香,VH11,0,i,2
喫驚,VH21,0,i,2
喬妝,VC2,0,v,2
喬治華盛頓,Nba,0,nr,5
嗑牙,VA4,0,v,2
嗚啦,Dh,0,n,2
嗚嗚的,A,0,n,3
嗟歎,VE2,4,v,4
嘆服,VJ2,8,v,8
嘆為觀止,VH21,13,i,13
嘉尚,VC2,0,v,2
嘉惠,VC2,20,v,20
嘉祐,VJ1,0,v,2
嘉納,Nca,0,ns,2
嘉義師範學院,Nca,0,ns,6
嘉言,Nac,0,n,2
嘉評,Nac,0,n,2
嘗出,VE2,0,v,2
嘗到,VC2,16,v,16
嘩,Dh,5,n,5
嘩喇,Dh,0,n,2
嘩喇喇,Dh,0,n,3
嘩嘩的,Dh,0,n,3
嘩然,"Nv4, VH11","0, 3","i, v","3, 2"
嘲哳,VH11,0,i,2
嘴唇,Nab,42,n,42
嘹喨,VH11,1,i,2
噓唏,VA4,0,v,2
噚,Nfg,0,q,1
噪嚷,VE2,0,v,2
噪聒,VH11,0,i,2
噴洒,VC33,5,v,5
嚁,b,0,zg,1
嚄,I,0,e,1
嚌嚌嘈嘈,Dh,0,n,4
嚎咷,Dh,0,n,2
嚐,VC31,41,v,41
嚥,VC31,13,v,13
嚴嵩,Nba,0,nr,2
嚴律,Nad,0,n,2
嚴慶齡,Nba,0,nr,3
嚵,b,0,zg,1
嚶嚶,Dh,1,n,2
囅,b,0,zg,1
囉哩囉唆,VA4,0,v,4
囉嘍,Nab,0,n,2
囌,b,0,zg,1
四向,Naea,0,n,2
四海工業專科學校,Nca,0,ns,8
回復,VJ1,35,v,35
回心,b,0,zg,2
回應,VC2,187,v,187
回文,Nac,0,n,2
回歸,VC1,121,v,121
回歸熱,Nad,0,n,3
回歸線,Nac,0,n,3
回答出來,VB11,1,v,4
回護,VC2,0,v,2
回轉,VA11,4,v,4
回音,Nad,15,n,15
回響,"Nac, VH14","29, 2","n, v","29, 2"
因革,Nad,0,n,2
囡仔,Nab,2,n,2
囡囡,Nab,1,n,2
困乏,VH11,2,i,2
困倦,VH11,1,i,2
圂,b,0,zg,1
圄,b,0,zg,1
國內生產淨額,Nad,0,n,6
國務秘書,Nab,0,n,4
國大代表部,Ncb,0,n,5
國家公園,Ncb,0,n,4
國家安全會議,Nac,0,n,6
國家性,Nad,1,n,3
國家歌劇院,Ncb,0,n,5
國家科學委員會,Ncb,0,n,7
國建學術聯誼會,Nca,0,ns,7
國情咨文,Nac,2,n,4
國有財產局,Nca,0,ns,5
國民大會代表,Nab,0,n,6
國民平均所得,Naeb,0,n,6
國民生產毛額,Nad,0,n,6
國民生產淨額,Nad,0,n,6
國民身分証,Nab,0,n,5
國民身分證,Nab,0,n,5
國泰綜合醫院,Nca,0,ns,6
國父紀念館,Nca,0,ns,5
國讎,Nad,0,n,2
國軍退除役官兵,Nab,0,n,7
國都,Ncb,9,n,9
國防管理學院,Nca,0,ns,6
國防醫學院,Nca,0,ns,5
國際換日線,Nba,0,nr,5
國際文教組織,Nca,0,ns,6
國際特赦組織,Nca,0,ns,6
國際開發總會,Nca,0,ns,6
國際關係,Nad,0,n,4
圜鑿方枘,VH11,0,i,4
土地增值稅,Naeb,0,n,5
土地所有權,Nad,0,n,5
土地資源,Nac,0,n,4
土木工程師,Nab,0,n,5
土耳其帝國,Nca,0,ns,5
土魯蕃窪地,Nca,0,ns,5
在一起,VH11,587,i,587
在下,Nhac,16,n,16
在先,VH11,12,i,12
在即,VH11,23,i,23
在在,Dab,44,d,44
在堂,VA12,0,v,2
在學,VH11,20,i,20
在家人,Nab,0,n,3
在望,VH11,17,i,17
在朝,VA13,3,v,3
在行,VI2,6,v,6
在逃,VA11,18,v,18
圮毀,VH11,0,i,2
地下工作,Nad,0,n,4
地志,Nab,0,n,2
均沾,VH11,0,i,2
均霑,VH11,1,i,2
坌集,VA12,0,v,2
坏,b,0,zg,1
坐下來,VA11,73,v,73
坐下去,VA12,2,v,3
坐標,Nac,2,n,2
坐起來,VA12,12,v,12
坳塘,Ncb,0,n,2
型別,Nad,0,n,2
垮台,"Nv4, VH11","0, 9","i, v","9, 2"
埃及人,Nab,10,n,10
域中,Ncc,0,n,2
埤頭,Nca,2,ns,2
埳,b,0,zg,1
埴土,Naa,0,n,2
執一,VH11,0,i,2
執紼,VA4,0,v,2
執行起來,Dbc,3,v,4
埸景,Nac,0,n,2
培養出,VC31,41,v,41
培養所,Ncb,1,n,3
基本教育,Nad,0,n,4
基督教會,Ncb,5,n,5
基隆港務局,Nca,0,ns,5
埻,b,0,zg,1
堂姪,Nab,0,n,2
堄,b,0,zg,1
堙滅,VC2,0,v,2
報告出來,VB12,1,v,4
堿,b,0,zg,1
塗上,VC31,23,v,23
塞翁失馬焉知非福,VH11,0,i,8
塭,b,0,zg,1
塼,b,0,zg,1
塿,b,0,zg,1
墈,b,0,zg,1
墊上,VC33,2,v,2
墐,b,0,zg,1
墘,b,0,zg,1
墨爾缽,Nca,0,ns,3
墨竹,Nab,1,n,2
墨翟,Nba,3,nr,3
墨蹟,Nad,0,n,2
壇台,Nab,0,n,2
壓搾,VC2,0,v,2
壓搾機,Nab,0,n,3
壓籐,VA4,0,v,2
壔,b,0,zg,1
壢,b,0,zg,1
士別三日刮目相看,VH11,0,i,8
士可殺不可辱,VH11,0,i,6
壽儀,Nad,0,n,2
壽屏,Nab,1,n,2
夏威夷群島,Nca,1,ns,5
夏服,Nab,1,n,2
夏桀,Nba,0,nr,2
夏正,Ndabc,0,t,2
夔夔,VH11,0,i,2
外在,Nad,200,n,200
外蒙古,Nca,22,ns,22
夙夜匪懈,VH11,0,i,4
多事,VH11,7,i,7
多子多孫多福氣,VH11,0,i,7
多山,VH11,4,i,4
多年生植物,Nab,0,n,5
多核,A,0,n,2
多目標,A,7,n,7
多言,VA4,3,v,3
多階段,A,0,n,3
夜鶚,Nab,0,n,2
夢到,VE2,25,v,25
夢卜,Nac,0,n,2
夥友,Nab,0,n,2
夥眾,VA4,0,v,2
大一,Nad,76,n,76
大仁,Nad,4,n,4
大伙兒,Nhab,4,n,4
大傢伙兒,Nhab,0,n,4
大副,Nab,4,n,4
大勇,Nad,3,n,3
大台北,Nca,169,ns,169
大台北區,Nca,0,ns,4
大吃,VC31,14,v,14
大同工學院,Nca,0,ns,5
大婚,Nad,1,n,2
大安地列斯群島,Nca,0,ns,7
大寮,Nca,9,ns,9
大小姐,Nab,1,n,3
大展鴻圖,VH11,0,i,4
大循環,Nad,0,n,3
大我,Nhab,18,n,18
大批湧到,VC1,0,v,4
大搞,"VC2, VC31","10, 0",v,12
大易中文輸入法,Nba,0,nr,7
大智,Nad,0,n,2
大月,Ndabb,0,t,2
大有為,A,4,n,4
大東北,Nca,0,ns,3
大樑,Nad,2,n,2
大眾捷運系統,Nad,0,n,6
大砲,Nab,17,n,17
大秦,Nca,0,ns,2
大致上,Dk,41,l,41
大表驚嘆,VH11,0,i,4
大解,VA4,0,v,2
大過,Nac,7,n,7
大錯,Nac,8,n,8
大阿哥,Nab,0,n,3
大駕,Nhaa,1,r,2
天下本無事,VH11,0,i,5
天下沒有白吃的午餐,VH11,0,i,9
天不從人願,VH11,0,i,5
天不怕地不怕,VH21,0,i,6
天哪,I,14,e,14
天年,Nad,1,n,2
天文台,Ncb,19,n,19
天文望遠鏡,Nab,0,n,5
天機不可洩露,VA4,0,v,6
天殺的,I,1,e,3
天癸,Naa,0,n,2
天祥,Nca,11,ns,11
天譴,Nad,4,n,4
太乙,Nba,1,nr,2
太平洋文化基金會,Nca,0,ns,8
太早,"Dd, VH11","20, 0","d, i","20, 2"
太過,Dfa,108,d,108
夭夭,VH11,0,i,2
夭歿,VH11,0,i,2
央懇,VF2,0,v,2
失怙,VH11,4,i,4
夷人,Nab,1,n,2
夸,Nfg,0,q,1
夾注,Nac,0,n,2
奇秘,Nac,0,n,2
奉上,VC31,10,v,10
套上,VC33,19,v,19
奧克拉荷馬州,Nca,0,ns,6
奧地利帝國,Nca,0,ns,5
奧旨,Nac,0,n,2
奧林匹克世運,Nba,0,nr,6
奧秘,"Nac, VH11","15, 3","i, n","3, 15"
奧義,Nad,3,n,3
女中,"Nab, Ncb","0, 26",n,28
女佣,Nab,1,n,2
女大不中留,VH11,0,i,5
女子高級中學,Ncb,0,n,6
女秘書,Nab,0,n,3
奶娘,Nab,0,n,2
好不,Dfa,30,d,30
好傢夥,Nab,0,n,3
好半天,Dd,6,d,6
好命,VH11,3,i,3
好問,VH21,1,i,2
好在,Dbb,40,d,40
好報,Nad,5,n,5
好天氣,Nad,1,n,3
好字,Nac,3,n,3
好寫,VH11,3,i,3
好小子,Nab,5,n,5
好弄,VH11,0,i,2
好強,VH11,8,i,8
好心沒好報,VH11,0,i,5
好朋友,Nab,157,n,157
好棒,VH11,25,i,25
好死,VH11,0,i,2
好死不如賴活,VH11,4,i,6
好用,VH11,48,i,48
好詞,Nac,1,n,2
好說,VH11,24,i,24
好起來,VH11,6,i,6
好過,VH11,22,i,22
好鮮,VH11,0,i,2
好黑,VH11,1,i,2
妁,b,0,zg,1
如人飲水冷暖自知,VH11,0,i,8
如右,VH11,0,i,2
如坐針氈,VH11,2,i,4
如墜五里霧中,VH11,0,i,6
如夫人,Nba,0,nr,3
如左,VH11,3,i,3
如泥,VH11,2,i,2
如癡如醉,VH21,1,i,4
如舊,VH11,3,i,3
如醉如癡,VH11,0,i,4
妙舞,Nac,0,n,2
妙麗,VH11,1,i,2
妣考,Naea,0,n,2
妻孥,Naea,0,n,2
妾侍,Nab,0,n,2
妾婦,Nab,0,n,2
妾身,Nhac,4,n,4
姑嫜,Naeb,0,n,2
姝麗,VH11,0,i,2
姦污,VC2,0,v,2
姦邪,VH11,0,i,2
姪兒,Nab,18,n,18
姪女,Nab,3,n,3
姪女婿,Nab,0,n,3
姪婦,Nab,0,n,2
姪婿,Nab,0,n,2
姪媳婦,Nab,0,n,3
姪子,Nab,4,n,4
姪孫,Nab,0,n,2
姬妾,Nab,2,n,2
威斯康辛州,Nca,0,ns,5
娘兒,Nab,1,n,2
娘兒倆,Nhab,0,n,3
娘家,Ncb,41,n,41
娘胎,Nab,2,n,2
娘舅,Nab,0,n,2
娘親,Nab,0,n,2
娟娟,VH11,0,i,2
娶到,VC31,6,v,6
娶媳,VA4,0,v,2
娼寮,Ncb,1,n,2
婞,b,0,zg,1
婥,b,0,zg,1
婦女會,Ncb,6,n,6
媟,b,0,zg,1
媮,b,0,zg,1
嫕,b,0,zg,1
嫚罵,VC2,0,v,2
嫠婦,Nab,0,n,2
嫻習,VC2,0,v,2
嬋媛,Nab,0,n,2
嬌艷,VH11,3,i,3
孅,b,0,zg,1
子健,Nba,0,nr,2
子姪,Nab,0,n,2
子張,Nba,1,nr,2
子時,Ndabe,0,t,2
子母,A,2,n,2
子環,Nab,0,n,2
孓,b,0,zg,1
孔蟲,Nab,0,n,2
存歿,Nab,0,n,2
孛人,Nab,0,n,2
孝順為齊家之本,VH11,0,i,7
孟冬,Ndabb,0,t,2
孟夏,Ndabb,0,t,2
孟春,Ndabb,0,t,2
孟母,Nba,8,nr,8
孟獲,Nba,0,nr,2
孟秋,Ndabb,0,t,2
孤丁,Nab,0,n,2
孤孤淒淒,VH11,0,i,4
孤木,Nab,0,n,2
孫婿,Nab,0,n,2
孫媳,Nab,1,n,2
孫息,Nad,0,n,2
孫文,Nba,5,nr,5
孱夫,Nab,0,n,2
學問為濟世之本,VH11,0,i,7
學如逆水行舟,VH11,0,i,6
學如逆水行舟不進則退,VH11,0,i,10
學生代聯會,Ncb,0,n,5
學生時代,Nac,0,n,4
學習法,Nad,2,n,3
孺子不可教也,VH11,0,i,6
孺子可教也,VH11,0,i,5
守將,Nab,2,n,2
安全存量,Nad,0,n,4
安全理事會,Nca,0,ns,5
安全系統,Nac,0,n,4
安定下來,VH16,11,v,11
安帝,Nba,0,nr,2
安徒生童話,Nab,0,n,5
安格魯薩克遜,Nca,0,ns,6
安步,Dh,0,n,2
安舒,VH11,0,i,2
安靖,VH11,3,i,3
宋人,Nab,11,n,11
宋國,Nca,6,ns,6
宋朝人,Nab,0,n,3
宋瓷,Nab,3,n,3
完人,Nab,11,n,11
完全花,Nab,0,n,3
完成式,Nad,2,n,3
宗教家,Nab,5,n,5
宗聖,Nab,0,n,2
宗藩,Nab,0,n,2
官鑄,A,0,n,2
定下來,VB12,4,v,4
定使,VL4,0,v,2
定名為,VG1,10,v,10
定定的,Dh,1,n,3
定讞,VA4,0,v,2
宣勞,VC2,0,v,2
宣宗,Nba,1,nr,2
宣布,Nv1,213,v,213
宣泄,VC31,2,v,2
宥恕,Nad,0,n,2
宮禁,Nad,0,n,2
宮錦,Naea,0,n,2
宰夫,Nab,0,n,2
宰相肚裡能撐船,VH11,0,i,7
宰輔,Nab,0,n,2
宴饗,"Nv1, VC2","0, 3",v,5
家事商業職業學校,Ncb,0,n,8
家事職業學校,Ncb,0,n,6
家俱,Naeb,2,n,2
家具,Naeb,239,n,239
家專,Ncb,3,n,3
家庭工業,Nac,0,n,4
家政專科學校,Ncb,0,n,6
家私,Naeb,0,n,2
家缽,Nad,0,n,2
家職,Ncb,0,n,2
家齊,VH11,0,i,2
容恕,VJ2,0,v,2
容或,Dbaa,1,d,2
容膝,VH11,0,i,2
宿懷,Nad,0,n,2
宿歇,VA12,0,v,2
密布,VH14,9,v,9
寇讎,Naeb,1,n,2
富賈,Nab,3,n,3
寒山,Nca,6,ns,6
寒林,Naeb,0,n,2
寒泉,Naa,0,n,2
寒浞,Nba,6,nr,6
寒玉,Nab,0,n,2
寒雁,Nab,0,n,2
寡欲,VH11,1,i,2
實行起來,Dbc,1,v,4
實踐家政經濟專科學校,Nca,0,ns,10
實蹟,Nac,0,n,2
實驗高級中學,Ncb,0,n,6
寧和,VH11,0,i,2
寧息,VC31,0,v,2
審查會,Nac,6,n,6
寫下來,VB2,13,v,13
寫做,VC31,0,v,2
寫全,VC31,0,v,2
寫出來,VB12,36,v,36
寫回,VC31,1,v,2
寫字台,Nab,0,n,3
寫字臺,Nab,0,n,3
寫完,VC31,23,v,23
寮共,Nab,0,n,2
寮北,Nca,0,ns,2
寮國,Nca,6,ns,6
寮戰,Nad,0,n,2
寶元,Ndaac,0,nz,2
寶塚,Nab,0,n,2
寶慶,Nca,0,ns,2
寶璽,Nab,0,n,2
寸金難買寸光陰,VH11,0,i,7
封上,VC33,1,v,2
封君,Nab,1,n,2
封國,VH11,0,i,2
封樹,VA4,0,v,2
射電望遠鏡,Nab,0,n,5
將就,VH11,5,i,5
專業精神,Nad,0,n,4
專業組織,Nac,0,n,4
尋尺,Nab,0,n,2
尋幽,VA4,5,v,5
尋春,VA4,0,v,2
尋涼,VA4,0,v,2
尋芳,VA4,1,v,2
尋香,VA4,0,v,2
對上,VC2,4,v,4
對于,P32,5,i,5
對分,VC2,1,v,2
對半,VB11,0,v,2
對句,Nac,0,n,2
對家,Nad,1,n,2
對打,VA4,8,v,8
對折,VB11,2,v,2
對獎,"Nv4, VA4","0, 2",v,4
對筆,Naeb,2,n,2
對等,A,31,n,31
對胺苯甲酸,Naa,0,n,5
對號,VA4,3,v,3
對談,"Nv4, VA4","0, 34",v,36
對路,VH11,0,i,2
對軸,Nad,0,n,2
對邊,Nac,0,n,2
對門,Ncb,4,n,4
小人之交甘如醴,VH11,0,i,7
小伙子,Nab,23,n,23
小住,VA12,7,v,7
小僕,Nab,0,n,2
小僧,Nab,3,n,3
小兄,Nab,0,n,2
小兒痲痺症,Nad,0,n,5
小凌河,Nab,0,n,3
小功,Nac,2,n,2
小劫,Nac,0,n,2
小姪,Nab,0,n,2
小巫,Nab,1,n,2
小我,Nhab,12,n,12
小月,Ndabc,0,t,2
小滿,Ndabd,0,t,2
小王,Nba,5,nr,5
小資產階級,Nac,0,n,5
小過,Nac,2,n,2
少壯不努力,VH11,0,i,5
少小,Ndda,0,t,2
少東,Nab,5,n,5
尖岬,Nab,2,n,2
就地,Dg,32,l,32
就坐,VA4,8,v,8
就教,VE11,0,v,2
就是了,VH11,42,i,42
就木,VH11,0,i,2
就理,Nad,0,n,2
就逮,VH11,0,i,2
就養,VA12,2,v,2
尸,b,0,zg,1
尸首,Nab,0,n,2
尼加拉瀑布,Nca,4,ns,5
尼加拉瓜大瀑布,Nca,0,ns,7
局促,VH11,2,i,2
局限,VJ3,27,v,27
局限性,Nad,3,n,3
局限於,VJ3,15,v,15
屈強,VH11,0,i,2
屈折,VH11,0,i,2
屋梁,Nab,0,n,2
屋漏偏逢連夜雨,VH11,1,i,7
屋簷,Nab,35,n,35
屏東師範學院,Nca,0,ns,6
屐齒,Nac,0,n,2
展佈,VA12,0,v,2
展開來,VB2,0,v,3
屧,b,0,zg,1
山右,Ncc,0,n,2
山君,Nab,0,n,2
山岳,Nab,9,n,9
山左,Ncc,0,n,2
山鵲,Nab,0,n,2
山鷸,Nab,0,n,2
岩,b,0,zg,1
岩壁,Nab,5,n,5
岩岸,Nab,6,n,6
岩洞,Ncb,2,n,2
岩流圈,Ncb,0,n,3
岩薔薇,Nab,0,n,3
岳,Nbc,2,nr,2
岳廟,Ncb,0,n,2
岳陽,Nca,0,ns,2
峻岭,VH11,0,i,2
崇閎,VH11,0,i,2
崔瑗,Nba,0,nr,2
崔璦,Nba,0,nr,2
崩殂,VH11,0,i,2
崿,b,0,zg,1
巇,b,0,zg,1
巖石,Naa,0,n,2
巖礁,Nab,0,n,2
巘,b,0,zg,1
州名,Nac,0,n,2
州縣,Nac,0,n,2
州里,Nac,0,n,2
工人區,Ncb,0,n,3
工作下去,VR,0,l,4
工作地,Naa,2,n,3
工作天,Nac,6,n,6
工作會,Nac,10,n,10
工作起來,Dbc,0,v,4
工商專科學校,Ncb,0,n,6
工商管理專科學校,Ncb,0,n,8
工商職業學校,Ncb,0,n,6
工業國家,Nac,0,n,4
工業城,Nab,3,n,3
工業學校,Ncb,0,n,4
工業專科學校,Ncb,0,n,6
工業技術學院,Nca,0,ns,6
工業技術研究院,Nca,0,ns,7
工業政策,Nac,0,n,4
工業時代,Ndaaa,0,n,4
工業社會,Nac,0,n,4
工業職業學校,Ncb,0,n,6
工業設計,Nad,0,n,4
工欲善其事必先利其器,VH11,0,i,10
工程師學會,Ncb,0,n,5
巨債,Naeb,0,n,2
巨奸,Nab,0,n,2
巨子,Nab,1,n,2
巨富,Nab,3,n,3
巨款,Naeb,4,n,4
巨細靡遺,VH11,1,i,4
巨靈,Nab,3,n,3
巨額,Nad,21,n,21
巫仙,Nab,0,n,2
巫蠱,Nac,0,n,2
差之毫厘失之千里,VH11,0,i,8
差等,Nad,2,n,2
己飢己溺,VH11,0,i,4
巴哈馬群島,Nca,1,ns,5
巴拿馬地峽,Nca,0,ns,5
巴游,Nab,0,n,2
巴爾幹山脈,Nca,0,ns,5
巴顏喀喇山,Nca,0,ns,5
巴黎人,Nab,4,n,4
市立療養院,Ncb,0,n,5
布列茲涅夫,Nba,0,nr,5
布告,Nab,10,n,10
布局,"Nac, VA4","22, 3","n, v","22, 3"
布巾,Nab,3,n,3
布施,VC31,14,v,14
布景,Nab,10,n,10
布爾什維克黨,Nba,0,nr,6
布爾什維克黨主義,Nba,0,nr,8
布疋,Nab,0,n,2
布置,VC2,46,v,46
布陣,VA4,0,v,2
希世,b,0,zg,2
帑藏,Ncb,0,n,2
帘,b,0,zg,1
帘子,Nab,0,n,2
師姑,Nab,0,n,2
帳款,Nad,6,n,6
帳簷,Nab,0,n,2
帶出去,VB2,3,v,3
帽簷,Nab,0,n,2
幡幟,Nab,0,n,2
幢幡,Nab,0,n,2
幨,b,0,zg,1
幫兇,Nab,2,n,2
幫浦,Nab,2,n,2
幫閑,VA4,0,v,2
幬,b,0,zg,1
干,Nbc,1,nr,1
干貝,Nab,2,n,2
平台,Nab,135,n,135
平時不燒香,VH11,0,i,5
平林,Nab,0,n,2
平王,Nba,8,nr,8
年下,Dd,0,d,2
年事,Nad,7,n,7
年假,Ndabf,0,t,2
年分,Nad,0,n,2
年利,Naeb,0,n,2
年壽,Nad,0,n,2
年尾,Ndc,8,t,8
年市,Ncb,0,n,2
年成,Naea,0,n,2
年會,Nad,41,n,41
年次,Nad,9,n,9
年禮,Nab,0,n,2
年租,Naeb,2,n,2
年紙,Nab,0,n,2
年菜,Naa,6,n,6
年輕輕,VH11,2,i,3
年運,Nad,0,n,2
年齒,Nad,1,n,2
并,Cbcb,10,c,10
并吞,VC31,0,v,2
幸免,VI2,0,v,2
幸免於難,VH11,1,i,4
幼獅通訊社,Nca,0,ns,5
幽幽的,Dh,3,n,3
庄,b,0,zg,1
庄子,Ncb,0,n,2
庄戶,Ncb,0,n,2
庄稼,Naeb,3,n,3
庄稼人,Nab,0,n,3
庄稼院,Ncb,0,n,3
庇祐,VC2,0,v,2
庇蔭,"Nv1, VC2","0, 8",v,10
床舖,Nab,4,n,4
床蓐,Nab,0,n,2
庋藏,Naeb,1,n,2
店舖,Nab,13,n,13
府中,Ncc,1,n,2
府兵,Nad,0,n,2
府外,Ncc,2,n,2
度人,VA4,1,v,2
座像,Nab,0,n,2
庫銀,Naeb,1,n,2
庶幾無愧,VH21,0,i,4
康乃爾大學,Nca,0,ns,5
康乃狄克州,Nca,2,ns,5
康爵,Nab,0,n,2
庸人自擾之,VH21,0,i,5
廊下,Ncc,0,n,2
廊簷,Nab,0,n,2
廟台,Nab,0,n,2
廢時,VH11,1,i,2
廣播電台,Ncb,0,n,4
廣汎,VH11,0,i,2
廣衍,VH11,0,i,2
廩倉,Nab,0,n,2
廩膳,Naea,0,n,2
延企,VA12,0,v,2
延佇,VA12,0,v,2
延年,VH11,2,i,2
延續到,VC2,6,v,6
建台,VA4,0,v,2
建立成,VG1,0,v,3
建立起,VC31,46,v,46
建設公司,Ncb,0,n,4
建設成,VG1,4,v,4
建設所,Ncb,0,n,3
弁言,Nac,0,n,2
弄到,VC31,9,v,9
弄好,VC2,11,v,11
弄得,VK2,113,v,113
弄走,VC31,0,v,2
弒母,VA4,0,v,2
弓矢,Naeb,1,n,2
弔兒郎當,VH11,0,i,4
弔卷,VB11,0,v,2
弔帶,Nab,0,n,2
弔床,Nab,1,n,2
弔掛,VC33,0,v,2
弔架,Nab,0,n,2
弔桶,Nab,0,n,2
弔桿,Nab,0,n,2
弔橋,Nab,0,n,2
弔死,VA4,0,v,2
弔死鬼,"Nab, Nac","0, 0",n,6
弔燈,Nab,0,n,2
弔環,Nab,0,n,2
弔胃口,VH11,0,i,3
弔車,Nab,0,n,2
引荐,"Nv1, VC2","0, 0",v,4
引証,VC2,1,v,2
引詩為証,VA4,0,v,4
弘仁,VA4,0,v,2
弘大,VH16,1,v,2
弘毅,VH11,0,i,2
弘遠,VH11,0,i,2
弦柱,Nab,0,n,2
弦樂,Nad,19,n,19
弦樂器,Nab,4,n,4
弦樂隊,Nab,0,n,3
弦歌,Nab,5,n,5
弦音,Nac,4,n,4
弭亂,VA4,0,v,2
弭兵,VA4,0,v,2
弭平,VC2,2,v,2
弭忘,VJ2,0,v,2
弭患,VA4,0,v,2
弭謗,VA4,0,v,2
弱水三千只取一瓢,VH11,0,i,8
張三,Nba,28,nr,28
張力,Nad,46,n,46
張勳,Nba,0,nr,2
張基,Nba,4,nr,4
張掛,VC33,3,v,3
張滿,VC2,1,v,2
張燈結彩,VA4,2,v,4
張生,Nba,5,nr,5
張皇,VH21,2,i,2
張良,Nba,25,nr,25
強使,VF2,0,v,2
強占,VC31,2,v,2
彄,b,0,zg,1
彆,"VC2, VH21","0, 1","i, v","1, 1"
彈去,VC32,0,v,2
彈子抬,Nab,0,n,3
彈子檯,Nab,0,n,3
彌漫,VH14,12,v,12
彖辭,Nab,0,n,2
彩球,Nab,2,n,2
彩線,Nab,0,n,2
彩色電視機,Nab,0,n,5
彩衣,Nab,0,n,2
彫刻,VC31,2,v,2
彫刻刀,Nab,0,n,3
彫刻家,Nab,0,n,3
彫刻術,Nad,0,n,3
彫弓,Nab,0,n,2
彫殘,VH11,0,i,2
彰化教育學院,Nca,0,ns,6
影像轉換器,Nab,0,n,5
影響到,VJ1,170,v,170
彼等,Nhaa,3,r,3
往還,VC2,5,v,5
征,VC2,21,v,21
征兵,VA4,0,v,2
征收,"Nv1, VC31","0, 37",v,39
征求,VC2,0,v,2
徂暑,Ndabb,0,t,2
徂謝,VH11,0,i,2
徂逝,VH11,0,i,2
待到,"P18, VC1","3, 0",v,5
待在,VC1,27,v,27
很好,"Dh, VH11","0, 34","i, n","34, 2"
律師事務所,Ncb,0,n,5
後台,"Nac, Nce","5, 1",n,7
後娘,Nab,2,n,2
後梁,Ndaab,0,t,2
後涼,Ndaab,0,t,2
後腦杓,Nab,3,n,3
後臺老板,Nab,0,n,4
後計,Nad,0,n,2
後設,A,2,n,2
後起,A,6,n,6
後顧,Nad,0,n,2
後龍,Nca,19,ns,19
徐徐的,Dh,3,n,3
得不可開交,Dfb,0,d,5
得便,Dh,1,n,2
得很,Dfb,70,d,70
得慌,Dfb,1,d,2
得時,VH11,0,i,2
得理不饒人,VH11,0,i,5
得魚忘筌,VH11,0,i,4
從兄,Nab,2,n,2
從兄弟,Naeb,0,n,3
從公,VA4,0,v,2
從子,Nab,0,n,2
從旁,Dg,28,l,28
從母,Nab,0,n,2
從父,Nab,0,n,2
從略,VH11,1,i,2
御前,Ncc,2,n,2
御史台,Ncb,0,n,3
御所,Ncb,6,n,6
徨徨,VH21,0,i,2
復函,VB11,0,v,2
復合,"Nv4, VA4","0, 1",v,4
復命,VA4,0,v,2
復習,VC2,5,v,5
復興劇藝學校,Nca,0,ns,6
復興廣播電台,Nca,0,ns,6
復診,VA4,0,v,2
復讎,VA4,2,v,2
微微的,A,0,n,3
微眇,VH11,0,i,2
德光,Ndaac,0,nz,2
德國通訊社,Nca,0,ns,5
德意志帝國,Nca,0,ns,5
德意志聯邦,Nca,0,ns,5
德明商業專科學校,Nca,0,ns,8
德澤,Nad,0,n,2
德裕,Ndaac,0,nz,2
德貝,Nca,0,ns,2
徼幸,VH11,0,i,2
心到,VH11,0,i,2
心寬,VH21,1,i,2
心弦,Nad,12,n,12
心有餘力不足,VH21,0,i,6
心死,VH21,1,i,2
心目中,Ncc,123,n,123
心虛膽怯,VH21,0,i,4
心裡頭,Ncc,13,n,13
忒兒摟,VC31,0,v,3
志於,VL2,9,v,9
忘年,VH11,0,i,2
忙得不可開交,VH11,0,i,6
忙著,VL2,0,v,2
忙裡偷閑,VH11,0,i,4
忝然,VH11,0,i,2
忠勇為愛國之本,VH11,0,i,7
忨,b,0,zg,1
快事,Nac,1,n,2
快心,VH21,0,i,2
快手,Nab,2,n,2
忮求,VC2,0,v,2
念佛,VA4,13,v,13
念咒,VA4,0,v,2
念念有詞,VA4,4,v,4
念書,VA4,160,v,160
念經,VA4,8,v,8
忽的,Dd,1,d,2
怎不,Dj,13,d,13
怎的,Dj,4,d,4
怎能,Dbab,91,v,91
怎麼說,VH11,36,i,36
怒氣沖沖,VH21,6,i,6
怒氣衝天,VH21,0,i,4
怒沖沖,VH21,1,i,3
怖懼,VH21,0,i,2
怜,b,0,zg,1
怡人,VH11,5,i,5
急讓,VH11,0,i,2
性教育,Nad,92,n,92
