phrase_name,tag_j,count_j
一戰之下,l,3
一戶,m,152
一戶戶,i,3
一房一廳,i,3
一所,m,806
一所所,i,3
一扇,m,262
一扇門,i,3
一手一腳,i,2
一手一足,i,6
一手獨拍,l,3
一手託天,i,3
一打,m,171
一批,m,4476
一批批,m,6
一把,m,4755
一把子,l,3
一把手,m,282
一把抓,l,194
一把死拿,n,3
一把汗,l,3
一抓到底,l,3
一抔黃土,v,3
一投手,i,3
一折,m,74
一抷黃土,v,3
一抹,m,200
一抹黑,i,6
一拉之下,l,3
一拍即和,i,3
一拖,j,62
一拖二,m,3
一拖再拖,l,21
一招,m,2780
一招一式,l,99
一招斃命,z,3
一拜天地,i,3
一拳,m,843
一按下,l,3
一按到,l,3
一按在,l,3
一振,a,3
一捆,m,106
一捇僕,nr,3
一捋,i,3
一捺,v,3
一掃光,i,3
一掃而光,i,41
一掃而過,i,3
一掉頭,l,3
一掊土,vn,3
一排,m,570
一排排,j,3
一掛之下,i,3
一接如舊,i,3
一推之下,i,3
一推了之,i,6
一推兩搡,v,3
一提之下,i,3
一揮九制,n,3
一揮而成,i,3
一損俱損,l,18
一搏,n,3
一搭一檔,i,6
一搭二用,l,3
一搭兩用,l,3
一搶而光,i,8
一搶而空,i,12
一摞,m,99
一摸之下,i,3
一撅一拐,v,3
一撇,m,86
一撥兒,n,3
一播,vn,3
一播出,n,3
一撮,m,3
一擁而上,i,295
一擁而入,i,21
一擊必殺,i,3
一擔,m,138
一擡到,l,3
一擲乾坤,i,3
一擲百萬,i,3
一攤,m,184
一攤子,n,3
一攬包收,l,3
一攬子,l,49
一支,m,3837
一支半節,i,3
一支花,i,3
一改故轍,i,3
一敗如水,i,3
一教就會,l,3
一整,d,8
一整塊,m,5
一整夜,m,3
一整天,m,134
一整套,m,234
一整座,m,2
一整張,m,2
一整杯,m,2
一整片,m,5
一整瓶,m,3
一整隻,m,4
一整頭,m,3
一敷,v,3
一數,m,42
一文,m,471
一文如命,l,3
一文錢,n,3
一斑,n,35
一斑半點,l,3
一斑窺豹,i,3
一斗,m,120
一斤,m,741
一新,d,597
一斷,d,3
一方,m,2109
一方之任,l,3
一方平安,m,7
一方有難,l,3
一方水土,n,4
一方水土養一方人,l,5
一旁涼快,l,3
一旁觀,l,16
一族,n,3
一日,m,2277
一日三月,m,3
一日三歲,m,3
一日三省,ns,2
一日三複,i,3
一日三覆,i,3
一日三餐,m,59
一日不見,l,8
一日之功,i,11
一日之計,i,3
一日之長,i,5
一日之雅,i,3
一日九遷,i,3
一日份,m,3
一日千丈,m,3
一日數驚,l,3
一日日,m,8
一日萬幾,m,3
一日萬機,l,3
一日萬裡,m,3
一日萬里,m,3
一日遊,l,109
一旦一夕,i,3
一旬,t,3
一星半點,m,17
一星級,b,5
一是一,l,18
一時一事,l,3
一時一刻,d,8
一時三刻,m,118
一時之權,l,3
一時之秀,i,3
一時之選,i,4
一時伯仲,nr,3
一時千載,m,3
一時半刻,i,28
一時半晌,t,3
一時半會,l,13
一時半會兒,l,51
一時半霎,t,3
一時性,d,17
一時擁有,i,3
一時期,d,702
一時無兩,i,3
一時衝動,i,3
一時間,t,469
一晃,a,488
一晃兒,nr,3
一晃眼,i,3
一晃而過,i,3
一晚,t,3
一晤,v,3
一晦一明,i,3
一暗,d,3
一暝不視,v,3
一曲,m,359
一曲曲,n,2
一曲陽關,l,3
一會一節,m,5
一會兒回,m,2
一會兒天,m,3
一會兒張,m,2
一會兒打,m,4
一會兒攤,m,2
一會兒步,m,2
一會兒站,m,13
一會兒記,m,2
一會兒門,m,4
一會兒開,m,8
一會兒雙行,m,2
一會兒頭,m,2
一會家,m,3
一會方,m,2
一會開,m,2
一月份,mq,276
一月底,t,2
一服,m,31
一服藥水,n,3
一望無涯,i,2
一朝之患,i,3
一朝千里,i,3
一朝天子,i,3
一期,d,641
一期稻作,l,3
一本,m,1467
一本初衷,i,3
一朵,m,509
一朵朵,m,37
一朵花,n,3
一杆,m,147
一村,n,313
一束,m,496
一束花,n,3
一杯,m,1464
一杯杯,m,4
一板三眼,i,5
一枕南柯,nr,3
一枕槐安,nr,3
一枕邯鄲,ns,3
一枕黃梁,i,3
一枕黃樑,i,3
一枕黃粱,i,2
一枚,m,1071
一枝,m,605
一枝一棲,nr,3
一枝一節,i,3
一枝梅,nr,2
一枝花,i,3
一枝黃花,i,3
一架,m,989
一架次,m,2
一查到底,l,3
一柱,m,40
一柱承天,nr,3
一株,m,743
一株株,i,2
一根,m,2778
一根一板,nz,3
一格,n,3
一框,m,2
一案,m,169
一桌,m,270
一桶,m,152
一桶桶,n,3
一條,m,10251
一條心,d,58
一條條,l,5
一條線,l,3
一條藤,n,3
一條藤兒,l,2
一條街,n,86
一條龍,i,93
一梭,n,3
一梯,n,3
一梯次,b,3
一棍子,n,3
一棍子打死,i,16
一棟,m,127
一棟棟,i,3
一棲兩雄,l,3
一棵,m,668
一棵樹,ns,99
一棵樹上吊死,l,5
一業,n,37
一業為主,i,3
一概不知,i,3
一榮俱榮,i,19
一榻橫陳,n,3
一榻糊塗,n,3
一榻胡塗,n,3
一槌定音,i,3
一槍,m,467
一槓,n,3
一樁,m,328
一樂,a,3
一樓,n,106
一模二樣,l,3
一樣樣,l,9
一樹了之,i,3
一樹百穫,i,3
一機部,n,9
一檔,m,49
一檔子,m,11
一櫃,n,3
一欄,d,3
一次,m,19249
一次函數,l,3
一次性,d,429
一次方程,m,15
一次次,m,155
一次能源,nz,3
一款,m,295
一歌,m,4
一正,d,3
一正一負,i,3
一步,m,5346
一步一個腳印,l,37
一步一趨,i,3
一步一鬼,i,3
一步之遙,l,3
一步到位,l,42
一步棋,l,3
一步步,m,259
一步舞,l,3
一歲,m,136
一歲一枯,nr,3
一歲三遷,i,3
一歲九遷,i,3
一歲再赦,i,3
一歲載赦,i,3
一死一傷,i,3
一死一生,i,3
一死了之,i,3
一段,m,4532
一段時間,l,3
一段段,n,2
一段票,n,3
一段落,l,3
一段話,l,3
一段距離,n,3
一段路,l,3
一比,j,3
一毛錢,n,3
一毫,m,3
一毫不差,i,3
一毫不染,i,3
一毫不苟,i,3
一毫千里,m,3
一毫升,m,2
一民同俗,i,3
一氣,n,127
一氣之下,i,56
一氣渾成,i,3
一氧化二氮,nz,4
一氧化氮,nz,12
一氯甲烷,nz,2
一水之隔,i,6
一水兒,n,3
一江之隔,i,5
一江春水向東流,i,24
一池,n,3
一池春水,i,3
一池秋水,i,3
一汪,m,28
一決勝負,l,3
一汽,j,71
一汽大眾,nt,2
一汽集團,nt,4
一沓,m,82
一法郎,m,3
一波萬波,i,3
一洗塵俗,i,3
一派,m,1318
一流人才,i,3
一流大學,l,3
一浪高過一浪,l,22
一涼,a,3
一清如水,l,3
一清早,t,54
一準,n,32
一準兒,l,2
一溜,m,189
一溜兒,d,22
一溜歪斜,l,3
一溜煙兒,l,3
一溜風,l,3
一滑,a,3
一滴,m,348
一滴水,n,3
一漿十餅,n,3
一潑,a,3
一潭死水,i,12
一瀉百里,i,3
一瀉而下,i,6
一瀉萬裡,i,3
一瀉萬里,i,3
一炮打響,l,12
一炷香,z,3
一烘,a,3
一無可取,l,2
一無所取,i,3
一無所成,i,3
一無所求,i,3
一無所聞,i,3
一無所能,i,3
一無長物,l,3
一熟,a,3
一燈,n,862
一燈大師,i,3
一燉,v,3
一牆之隔,i,27
一片,m,6931
一片丹心,nz,3
一片冰心,i,3
一片宮商,n,3
一片成名,i,3
一片散沙,i,3
一片汪洋,i,39
一片焦土,n,9
一片片,m,122
一片狼藉,i,15
一片生機,l,3
一片痴心,i,3
一片空白,l,3
一片至誠,l,3
一片苦心,i,3
一版再版,l,2
一牛九鎖,i,3
一牛吼地,n,3
一牛鳴,i,3
一牛鳴地,i,3
一物,n,3
一物不知,l,3
一犬吠形,i,3
一狐之腋,i,3
一狠二狠,d,3
一獻三售,l,3
一獻三酬,l,3
一班,m,389
一班一級,l,3
一班一輩,l,3
一班人,n,132
一班人馬,ns,5
一班半點,n,3
一現曇華,z,3
一球,n,3
一琴一鶴,i,3
一環扣一環,l,8
一瓢,m,76
一瓣,n,3
一瓣心香,n,3
一瓦,m,9
一瓶,m,326
一瓶子不滿,n,2
一生一世,l,149
一生一代,t,3
一生不變,i,3
一生九死,i,3
一生何求,l,3
一產,j,3
一用到,l,3
一甲子,n,3
一甲子六十年,m,2
一甲胺,nz,4
一男一女,l,3
一男二女,l,3
一畝,m,112
一番,m,3553
一番多,m,6
一番夜,m,2
一番方,m,2
一番滋味,n,3
一番苦心,i,3
一番話,n,151
一番重,m,3
一畫開天,i,3
一當,d,3
一疊,m,204
一疊疊,m,3
一登龍門,ns,3
一發,m,545
一發不可,i,3
一發不可收,l,8
一發發,j,7
一發破的,l,3
一發而不可收,l,11
一發而不可收拾,i,6
一百,m,472
一百一十,m,9
一百一十七個,m,2
一百一十三個,m,2
一百一十三根,m,2
一百一十九個,m,3
一百一十九種,m,2
一百一十二,m,2
一百一十二文,m,2
一百一十二萬,m,2
一百一十二著,m,2
一百一十五座,m,2
一百一十八篇,m,2
一百一十八萬三千四百七十七畝,m,2
一百一十六個,m,2
一百一十六卷,m,2
一百一十六家,m,2
一百一十卷,m,3
一百一十多元,m,2
一百一十多萬戶,m,2
一百一十萬箱,m,2
一百一十里,m,2
一百一十餘名,m,2
一百一十餘處,m,2
一百七,m,4
一百七十,m,2
一百七十一萬四千餘,m,2
一百七十三,m,2
一百七十九斤,m,2
一百七十億,m,3
一百七十六篇,m,2
一百七十卷,m,3
一百七十四,m,2
一百七十四卷,m,2
一百七十多,m,3
一百七十多個,m,2
一百七十多萬,m,2
一百七十年,m,2
一百七十畝,m,2
一百七十餘,m,2
一百七十餘年,m,3
一百丈,m,3
一百三十,m,11
一百三十一卷,m,2
一百三十一里,m,2
一百三十七卷,m,2
一百三十七所,m,2
一百三十七萬兩,m,2
一百三十五億年,m,2
一百三十五萬三千四百一十八兩,m,2
一百三十個,m,2
一百三十元,m,4
一百三十八,m,3
一百三十卷,m,8
一百三十名,m,2
一百三十四兩,m,2
一百三十四年,m,2
一百三十四萬多畝,m,2
一百三十四萬餘兩,m,2
一百三十多名,m,2
一百三十多萬,m,4
一百三十多萬戶,m,2
一百三十年,m,3
一百三十斤,m,2
一百三十萬兩,m,2
一百三十里,m,3
一百三十餘篇,m,2
一百三十餘萬,m,2
一百下,m,4
一百九十,m,7
一百九十三,m,3
一百九十個,m,2
一百九十八,m,3
一百九十六,m,2
一百九十多匹,m,2
一百九十餘,m,2
一百二,m,4
一百二三十斤,m,2
一百二三十萬兩,m,3
一百二十,m,26
一百二十一萬,m,2
一百二十七,m,2
一百二十七輛,m,2
一百二十九個,m,2
一百二十九萬元,m,2
一百二十二個,m,2
一百二十五,m,4
一百二十五年,m,2
一百二十個,m,25
一百二十元,m,4
一百二十八,m,5
一百二十八兩,m,3
一百二十八萬,m,2
一百二十六,m,3
一百二十刀,m,3
一百二十分,m,2
一百二十名,m,2
一百二十四個,m,2
一百二十四卷,m,4
一百二十四年,m,2
一百二十塊,m,4
一百二十多,m,5
一百二十多件,m,2
一百二十多個,m,4
一百二十多萬,m,2
一百二十家,m,4
一百二十年,m,8
一百二十文,m,2
一百二十斤,m,6
一百二十條,m,2
一百二十步,m,6
一百二十歲,m,4
一百二十毫米,m,8
一百二十股,m,2
一百二十萬,m,7
一百二十萬兩,m,3
一百二十萬平方公里,m,2
一百二十處,m,2
一百二十行,m,2
一百二十里,m,9
一百二十餘,m,5
一百五六十分,m,2
一百五六十年,m,2
一百五十,m,27
一百五十三,m,2
一百五十九卷,m,2
一百五十九座,m,2
一百五十二,m,2
一百五十二萬,m,4
一百五十五,m,2
一百五十個,m,3
一百五十元,m,13
一百五十兩,m,19
一百五十八支,m,2
一百五十公里,m,7
一百五十卷,m,4
一百五十名,m,13
一百五十四萬餘,m,2
一百五十塊,m,3
一百五十多個,m,3
一百五十多年,m,2
一百五十套,m,2
一百五十年,m,10
一百五十斤,m,7
一百五十步,m,7
一百五十毫米,m,13
一百五十畝,m,2
一百五十萬,m,12
一百五十萬元,m,2
一百五十萬兩,m,5
一百五十萬英鎊,m,2
一百五十萬貫,m,2
一百五十萬鎊,m,2
一百五十里,m,5
一百五十門,m,2
一百五十餘,m,6
一百五十餘家,m,2
一百五十餘年,m,4
一百件,m,8
一百位,m,2
一百個,m,242
一百倍,m,31
一百億,m,7
一百億年,m,2
一百億美元,m,2
一百元,m,65
一百兩,m,110
一百兩百,m,2
一百八,m,27
一百八十,m,8
一百八十七,m,2
一百八十七條,m,2
一百八十三億,m,2
一百八十九,m,2
一百八十八公斤,m,2
一百八十八天,m,2
一百八十八種,m,2
一百八十卷,m,2
一百八十四公里,m,2
一百八十四年,m,2
一百八十年,m,3
一百八十度,m,19
一百八十斤,m,2
一百八十種,m,2
一百八十里,m,11
一百八瓶,m,2
一百公里,m,4
一百六七十斤,m,2
一百六十,m,8
一百六十一噸,m,2
一百六十五,m,5
一百六十五輛,m,2
一百六十個,m,5
一百六十兩,m,3
一百六十八年,m,2
一百六十八種,m,2
一百六十六,m,4
一百六十六元,m,2
一百六十六公里,m,2
一百六十卷,m,2
一百六十四,m,2
一百六十四座,m,2
一百六十四里,m,2
一百六十多,m,2
一百六十多年,m,2
一百六十多萬,m,2
一百六十萬,m,4
一百六十萬元,m,2
一百六十萬四千二百多鎊,m,2
一百分,m,14
一百匹,m,14
一百十一萬,m,2
一百千米,m,2
一百卷,m,22
一百句,m,7
一百名,m,77
一百單八,m,4
一百單八將,i,7
一百四五十,m,4
一百四十,m,6
一百四十一個,m,2
一百四十七萬餘頃,m,2
一百四十三公里,m,2
一百四十三天,m,2
一百四十九,m,2
一百四十兩,m,2
一百四十六座,m,2
一百四十六萬,m,4
一百四十卷,m,5
一百四十四,m,2
一百四十四卷,m,2
一百四十塊,m,3
一百四十多個,m,2
一百四十餘戶,m,2
一百四十餘處,m,2
一百回,m,5
一百圈,m,3
一百塊,m,52
一百多,m,93
一百多丈,m,2
一百多位,m,30
一百多個,m,38
一百多億美元,m,2
一百多元,m,10
一百多兩,m,4
一百多公里,m,5
一百多匹,m,4
一百多名,m,37
一百多塊,m,19
一百多天,m,12
一百多家,m,3
一百多年,m,141
一百多張,m,2
一百多支,m,2
一百多斤,m,23
一百多條,m,5
一百多棟,m,2
一百多歲,m,3
一百多畝,m,2
一百多種,m,3
一百多米,m,13
一百多萬,m,23
一百多萬兩,m,2
一百多萬平方公里,m,2
一百多號,m,5
一百多裡,m,28
一百多遍,m,2
一百多道,m,3
一百多部,m,2
一百多門,m,2
一百多間,m,3
一百多隻,m,8
一百多頁,m,5
一百天,m,28
一百套,m,4
一百家,m,4
一百封,m,2
一百對,m,2
一百年,m,219
一百幾十,m,2
一百幾十個,m,3
一百幾十年,m,2
一百廿個,m,2
一百張,m,13
一百戶,m,7
一百招,m,17
一百拳,m,3
一百支,m,2
一百數十,m,2
一百數十年,m,2
一百數十斤,m,2
一百文,m,8
一百斤,m,36
一百日,m,9
一百有餘,m,2
一百枚,m,2
一百架,m,2
一百根,m,5
一百條,m,14
一百棵,m,2
一百樣,m,2
一百次,m,18
一百步,m,11
一百歲,m,28
一百海里,m,2
一百瓦,m,2
一百畝,m,18
一百種,m,7
一百篇,m,3
一百米,m,30
一百聲,m,6
一百萬,m,108
一百萬個,m,9
一百萬倍,m,2
一百萬元,m,9
一百萬兩,m,43
一百萬兩則,m,2
一百萬名,m,2
一百萬年,m,2
一百萬戶,m,3
一百萬斤,m,4
一百萬毫升,m,2
一百萬瓶,m,2
一百萬美元,m,4
一百萬貫,m,3
一百萬貫兩匹,m,2
一百萬鎊,m,5
一百號,m,2
一百輛,m,3
一百週年,m,7
一百遍,m,5
一百里,m,24
一百隻,m,20
一百雙,m,2
一百零七,m,2
一百零七卷,m,3
一百零七餘萬兩,m,2
一百零三,m,9
一百零三天,m,2
一百零九個,m,2
一百零九頁,m,2
一百零二,m,2
一百零二卷,m,2
一百零二歲,m,2
一百零五,m,5
一百零五個,m,4
一百零五歲,m,2
一百零八,m,14
一百零八位,m,2
一百零八個,m,3
一百零八名,m,4
一百零八響,m,2
一百零八顆,m,4
一百零六,m,4
一百零六個,m,2
一百零六歲,m,2
一百頃,m,4
一百頭,m,16
一百顆,m,6
一百餘,m,34
一百餘丈,m,2
一百餘位,m,2
一百餘名,m,3
一百餘員,m,2
一百餘家,m,3
一百餘年,m,9
一百餘招,m,8
一百餘歲,m,2
一百餘萬,m,4
一百餘萬兩,m,2
一百餘裡,m,11
一百餘里,m,11
一百首,m,4
一盅,n,3
一盆,m,259
一盎司,l,4
一盒,m,157
一盒盒,n,3
一盞,m,460
一盞燈,n,3
一盞盞,n,3
一盤,m,392
一盤散沙,n,52
一盤棋,n,27
一盤菜,n,3
一目,m,233
一目之士,i,3
一目五行,i,3
一目數行,i,3
一直未果,i,3
一相情原,i,3
一盾,m,6
一省兩地,i,3
一看之下,l,3
一看再看,l,3
一眨,i,3
一眨巴眼,i,3
一眼,m,5692
一眼看穿,l,3
一睹,l,61
一睹之下,l,3
一睹為快,l,5
一睹芳容,i,3
一瞑不視,i,3
一瞥,n,416
一瞧之下,vn,3
一瞬,t,232
一瞬千里,m,3
一瞬即逝,i,3
一瞬而逝,i,3
一瞬間把,m,2
一矢雙穿,i,3
一知半見,i,3
一知片解,i,3
一石多鳥,i,3
一石激起千層浪,l,15
一石激起千重浪,i,3
一碗,m,1097
一碗水,n,40
一碗水端平,l,12
一碟,n,3
一碧千里,i,3
一碧如洗,i,8
一碧萬傾,i,3
一碧萬頃,l,3
一碼,d,3
一碼事,n,10
一碼當先,l,3
一碼軟件,l,3
一碼領先,l,3
一磅,m,37
一磚一瓦,i,3
一票,m,120
一票人,n,3
一票人馬,l,3
一票制,n,3
一票否決,l,7
一票否決制,l,4
一票否決權,l,4
一票通,n,3
一禁,d,3
一秉大公,nr,2
一秉至公,nr,3
一秉虔誠,vn,3
一秒,m,135
一秒鐘,i,8
一程,n,156
一程子,n,9
一種,m,31355
一稿多投,n,3
一空依傍,nr,3
一窺全豹,i,3
一竅,n,3
一立方米,m,3
一站,m,303
一站式,b,39
一站站,n,3
一站通,n,3
一章,m,279
一端,m,737
一竿,n,3
一竿子,i,3
一竿子打,i,3
一笑一顰,i,2
一笑了之,i,20
一笑了事,i,3
一笑傾城,i,3
一笑千金,l,2
一笑百媚,i,3
一笑而過,l,3
一第二部,m,2
一第四部,m,2
一筆,m,1168
一筆一畫,i,3
一筆不苟,i,6
一筆劃,n,3
一筆勾斷,i,3
一筆勾消,i,4
一筆帶過,l,14
一筆抹摋,l,3
一筆抹殺,i,3
一筆筆,i,2
一筆鉤斷,l,3
一等,m,777
一等一,b,3
一等兵,n,3
一等功,l,50
一等品,l,3
一等獎,n,443
一等艙,n,3
一筐,m,29
一算,d,3
一算之下,i,3
一管,c,3
一箭上垛,n,3
一箭之仇,i,24
一箭之地,i,24
一箭之遙,l,7
一箭地,n,3
一箭雙,i,3
一箱,m,65
一節,m,443
一節課,n,3
一篇,m,1152
一篇篇,m,8
一簇,m,3
一簇簇,m,24
一簍,m,16
一簍簍,n,3
一簞一瓢,nr,3
一簞食,vn,3
一簣之功,v,3
一簧兩舌,n,3
一籃,n,3
一籮,n,3
一籮筐,nr,3
一米,m,208
一米板,n,3
一米陽光,nz,3
一粒,m,575
一粗一細,i,3
一糊,a,3
一系,m,3
一系列,m,4786
一約,d,3
一紙,m,237
一紙千金,i,3
一紙空文,i,29
一級,m,6006
一級代理,l,3
一級准尉,n,3
一級品,l,3
一級相變,l,3
一級簡碼,l,3
一級預防,l,3
一索得男,nr,3
一索成男,nr,3
一組,m,735
一組組,m,3
一統江湖,l,3
一絲,m,1186
一絲不紊,i,3
一絲兩氣,i,3
一絲半粟,i,3
一絲絲,mq,58
一維,m,55
一網盡掃,i,3
一網通,i,2
一緊,d,3
一線,m,1398
一線之路,l,3
一線品牌,n,3
一線天,l,12
一線希望,nz,3
一線生機,b,47
一線通,n,3
一緣一會,l,3
一練,a,3
一縷,m,273
一縷縷,i,3
一缸,n,3
一缸水,n,3
一罐,m,46
一美元,m,19
一群,m,2037
一群群,l,4
一義,n,3
一羽,m,5
一翻出,i,3
一翻到,l,3
一老一少,l,53
一者,c,3
一而再,i,75
一而再再,i,3
一聞千悟,i,3
一聯,j,3
一聲,m,16017
一聲不吭,l,215
一聲春雷,i,3
一聲聲,m,101
一聽之下,i,3
一肉之味,i,3
一肚子,m,235
一肚子火,l,3
一股,m,3082
一股勁,l,3
一股就靈,l,3
一股腦,l,31
一股風,l,28
一肢半節,n,3
一胎,m,29
一胎化,n,2
一脈同氣,l,3
一脈相承,l,56
一脈相通,l,6
一脈香菸,i,3
一脫二,i,3
一腔,m,122
一腔熱血,i,20
一腔熱誠,l,3
一腳,mq,1104
一腳不移,i,3
一臉,m,798
一臉茫然,i,3
一臥不起,i,3
一至於斯,nr,3
一致同意,i,3
一致意見,i,3
一致百慮,i,3
一臺,m,591
一舉三反,i,3
一舉三得,i,13
一舉中標,l,3
一舉之勞,i,3
一舉兩全,i,3
一舉千里,i,3
一舉四得,i,4
一舉多得,i,9
一舉手一,i,3
一舉數得,l,11
一舉萬裡,i,3
一舉萬里,i,3
一般來講,l,85
一般地說,l,10
一般方程,l,3
一般無二,i,22
一般照明,l,3
一般而論,l,34
一般般,l,5
一般說來,l,399
一艘,m,857
一艘船,vn,3
一色,n,183
一花獨放,i,3
一花獨放不是春,i,2
一花獨秀,i,3
一英寸,m,9
一英里,m,4
一茬,m,83
一華裡,m,2
一華里,m,2
一萬,m,442
一萬一千,m,4
一萬一千五百二十顆,m,2
一萬一千八百八十斤,m,2
一萬一千多間,m,2
一萬一千零九十五冊,m,4
一萬七千,m,5
一萬七千多,m,2
一萬七千多戶,m,2
一萬七千餘,m,2
一萬三千,m,8
一萬三千五百一十七,m,2
一萬三千五百斤,m,4
一萬三千塊,m,2
一萬三千餘種,m,2
一萬九千,m,2
一萬九千餘,m,2
一萬二,m,10
一萬二千,m,7
一萬二千五百,m,4
一萬二千五百一十二,m,2
一萬二千五百餘,m,2
一萬二千五百餘噸,m,2
一萬二千兩,m,2
一萬二千六百八十二箱,m,2
一萬二千名,m,3
一萬二千畝,m,2
一萬二千里,m,3
一萬二千餘,m,2
一萬五,m,6
一萬五千,m,45
一萬五千一百四十四卷,m,2
一萬五千二百餘,m,2
一萬五千個,m,2
一萬五千元,m,3
一萬五千兩,m,4
一萬五千名,m,4
一萬五千多,m,2
一萬五千家,m,2
一萬五千餘,m,9
一萬個,m,62
一萬倍,m,14
一萬億,m,3
一萬億美元,m,5
一萬元,m,61
一萬兩,m,124
一萬兩千,m,3
一萬兩萬,m,4
一萬八,m,5
一萬八千,m,7
一萬八千多元,m,2
一萬八千餘,m,8
一萬公里,m,2
一萬六千,m,5
一萬六千三百戶,m,2
一萬六千多,m,3
一萬六千餘戶,m,2
一萬冊,m,2
一萬刀,m,7
一萬匹,m,4
一萬卷,m,2
一萬句,m,11
一萬名,m,16
一萬四千,m,3
一萬四千二百四十三戶,m,2
一萬四千多元,m,3
一萬四千餘頃,m,2
一萬回,m,2
一萬塊,m,49
一萬多,m,86
一萬多一點,m,2
