phrase_name,tag_j,count_j
頑抗到底,l,3
頑敵,n,6
頑梗,n,3
頑梗不化,n,3
頑父嚚母,nz,3
頑疣,n,3
頑疾,n,25
頑症,n,29
頑痛,a,3
頑皮賊骨,l,3
頑皮賴肉,n,3
頑皮賴骨,n,3
頑皮鬼,l,3
頑石點頭,n,3
頑磁性,n,3
頑軍,n,5
頒予,v,3
頒令,v,6
頒佈,v,2537
頒佈實施,n,3
頒佈法律,n,3
頒佈者,n,3
頒獎儀式,n,3
頒獎典禮,n,3
頒獎會,n,2
頒獎禮,n,3
頒獎詞,n,3
頒發獎品,n,3
頒發獎牌,n,3
頒發獎狀,n,3
頒發獎盃,n,3
頒發獎金,n,3
頒證,v,12
頒證會,v,4
頒贈給,n,3
頓住,d,3
頓切夫,nrt,2
頓口拙腮,i,3
頓口無言,i,3
頓學累功,i,3
頓巴教橡,n,3
頓巴斯,ns,16
頓悟說,n,3
頓感,v,3
頓挫抑揚,nz,3
頓改,v,3
頓改前非,i,3
頓教,v,3
頓河,ns,102
頓涅茨克,nrt,6
頓消,v,3
頓漸,d,3
頓珠,ns,3
頓珠次仁,ns,2
頓生,v,36
頓綱振紀,n,3
頓腳捶胸,i,3
頓腹之言,i,3
頓覺,d,104
頓足不前,i,3
頓足失色,i,3
頓足捩耳,n,3
頓足捶胸,i,2
頓足搓手,vn,3
頓足搥胸,v,3
頓足椎胸,n,3
頓開,v,3
頓開茅塞,ns,4
頓音,n,3
頓飯,v,3
頓首再拜,i,3
頗似,v,27
頗具,v,255
頗具匠心,l,6
頗具規模,l,23
頗冷,v,3
頗受,v,3
頗受歡迎,l,3
頗少,d,3
頗感,v,138
頗感興趣,l,3
頗成,v,3
頗據,v,3
頗有價值,l,3
頗有同感,l,3
頗有微辭,l,3
頗欲,v,3
頗深,d,3
頗為得意,l,3
頗為費解,l,3
頗為重要,l,3
頗見好評,l,3
頗豐,v,49
頗負盛名,l,22
頗費,v,3
頗費周折,l,3
頗費猜測,vn,3
頗顯,v,3
領事司,n,13
領事團,n,3
領事裁判,n,3
領事部,n,6
領人,n,3
領使館,n,2
領來,v,3
領來領去,l,3
領先地位,n,3
領先於,n,3
領先水平,n,3
領先者,n,25
領入,n,3
領出,v,3
領出去,v,3
領勾,n,3
領去,v,3
領取證,n,10
領口處,n,11
領司,n,3
領命,n,3
領唱,n,20
領唱者,n,3
領回來,l,3
領回去,l,3
領圈,n,2
領國,n,3
領土問題,n,3
領土完整,l,3
領土毗連,vn,3
領地行為,n,3
領域專家,n,3
領域建模,n,3
領域規約,n,3
領報,n,3
領存,n,3
領導人員,n,284
領導作風,n,3
領導全黨,n,3
領導力,n,69
領導品牌,n,3
領導小組,n,3
領導層,n,215
領導崗位,n,3
領導帶頭,n,3
領導成員,n,3
領導批示,n,3
領導核心,n,3
領導班子,n,519
領導組,n,6
領導職務,n,3
領導責任,n,3
領導階層,n,3
領導集體,n,3
領屬,n,14
領帶卡,n,3
領引,v,3
領悟力,n,6
領成,v,3
領撥,v,3
領攜,v,3
領收,n,3
領教過,l,3
領料,n,3
領書,n,3
領會理解,n,3
領有,v,71
領款人,n,3
領水,n,3
領海寬度,l,3
領海權,n,8
領海範圍,n,3
領港員,n,3
領港費,n,3
領照,n,3
領獎,n,35
領獎人,n,3
領獎者,n,3
領獎臺,n,75
領用,n,3
領略到,l,3
領異標新,l,3
領發,n,3
領空權,n,3
領舞,n,20
領航圖,n,3
領航權,n,3
領航者,n,3
領航艇,n,3
領花,n,2
領表,n,3
領表格,n,3
領袖人物,n,3
領袖像,n,137
領袖群倫,l,12
領裡鄉黨,n,3
領證,n,3
領讀,v,6
領賞,v,32
領購,v,3
領跑,v,38
領跑者,n,10
領路人,n,6
領軍,n,188
領軍人,n,5
領軍人物,n,63
領軍者,n,3
領辦,n,13
領近,v,3
領退,v,3
領進,v,3
領進來,l,3
領進去,l,3
領過來,l,3
領過去,l,3
領道,n,8
領釦,"n, vn","3, 3"
領銜主演,n,3
領錢,n,3
領隊人,n,3
領隊證,n,3
領頭人,n,35
領頭羊,n,97
領頭雁,n,4
領風騷,n,3
領養人,n,3
領館,n,43
領騎,n,2
領點,n,3
頜,n,178
頜下腺,n,9
頜下腺炎,n,3
頜內支抗,n,3
頜力計,n,3
頜外支抗,n,3
頜學,n,3
頜導板,n,3
頜後縮,n,3
頜裂,n,3
頜跳反射,n,3
頜間固定,n,3
頜間攣縮,n,3
頜間支抗,n,3
頜間牽引,vn,3
頜間距離,n,3
頜間間隙,n,3
頜面,n,7
頜面部,n,15
頜骨,n,47
頞,zg,21
頠,zg,21
頢,zg,5
頤中,ns,8
頤合園,ns,3
頤和,nz,18
頤年堂,l,9
頤性養壽,i,3
頤指風使,i,3
頤神養壽,i,3
頤神養性,l,3
頤神養氣,i,3
頤精養神,i,3
頤養精神,i,3
頦下間隙,n,3
頦下點,n,3
頦兜,n,3
頦前點,n,3
頦成形術,n,3
頦結節,n,3
頦頂點,n,3
頧,zg,32
頬,zg,34
頭一回,i,3
頭一無二,i,3
頭上,s,2988
頭上安頭,n,3
頭上末下,i,3
頭上著頭,n,3
頭中,s,3
頭人,n,139
頭份鎮,n,3
頭伏,v,3
頭像,n,129
頭像圖片,n,3
頭先,n,14
頭冠,n,5
頭出頭沒,i,3
頭刷,n,3
頭前,t,40
頭功,a,31
頭名,n,42
頭型,n,25
頭天,t,57
頭套,n,24
頭孢,n,30
頭孢他啶,nz,2
頭孢匹羅,nz,3
頭孢哌酮,nz,3
頭孢唑啉鈉,nz,2
頭孢噻吩,n,3
頭孢噻肟鈉,n,2
頭孢曲松,nz,3
頭孢氨苄,nz,2
頭孢菌素,nz,16
頭孢西丁,nz,3
頭孢類,n,3
頭孢黴屬,n,3
頭屑,n,3
頭屯河區,ns,3
頭帕,n,6
頭帽,n,3
頭式,n,7
頭懸樑,n,3
頭戴,n,3
頭戴式,n,3
頭把交椅,n,3
頭排,s,3
頭數,n,52
頭文件,n,3
頭文字,n,3
頭昏目暈,i,3
頭昏目眩,i,7
頭昏眼暈,i,3
頭昏眼暗,i,3
頭昏腦悶,n,3
頭昏腦漲,l,11
頭昏腦眩,i,3
頭晚,t,3
頭暈地,i,3
頭會箕斂,i,3
頭會箕賦,i,3
頭期,n,3
頭期款,n,3
頭枕,n,20
頭條,n,48
頭梢自領,l,3
頭梳,b,6
頭槌,n,11
頭標,n,3
頭殼,n,3
頭殼壞去,l,3
頭沒杯案,n,3
頭漲,v,3
頭焦額爛,n,3
頭燈,n,7
頭營,n,3
頭版新聞,n,3
頭版頭條,n,25
頭牌,n,17
頭牛,n,21
頭班車,n,3
頭球,n,270
頭生,n,20
頭疼腦熱,i,18
頭痛腦熱,i,3
頭痛醫腳,i,3
頭痛醫頭,n,12
頭癢搔跟,v,3
頭皮癬,n,3
頭皮發麻,n,3
頭眩目昏,i,3
頭破流血,i,3
頭破血出,i,3
頭破血淋,i,3
頭竅陰,i,3
頭端,n,17
頭端器,n,3
頭等功,n,3
頭等大事,l,3
頭等票,n,3
頭維,n,3
頭繩,n,29
頭羊,n,17
頭胎,n,26
頭胸甲,n,49
頭胸部,n,48
頭脹,v,3
頭腦僵化,l,3
頭腦冷靜,l,3
頭腦好,l,3
頭腦清楚,l,3
頭腦清醒,l,3
頭腦發熱,l,30
頭腦空虛,i,3
頭腦靈活,i,3
頭臨泣,i,3
頭花,n,3
頭茬,n,3
頭號敵人,i,3
頭號新聞,n,3
頭號選手,n,3
頭裡,s,119
頭足倒置,i,3
頭足異所,i,3
頭足異處,i,3
頭足綱,n,15
頭部,n,1008
頭關,n,6
頭雁,n,7
頭面,n,91
頭頂生瘡,n,3
頭頂部,n,11
頭項,n,3
頭頓,v,2
頭頭,n,142
頭頭腦腦,i,23
頭頸,n,329
頭頸部,n,61
頭飾,n,31
頭馬,n,8
頭高頭低,i,3
頭髮屑,n,3
頭髮絲,n,21
頭髮菜,n,3
頭麵人物,n,43
頰上三毛,n,3
頰上三毫,n,3
頰側翼緣,n,3
頰向阻生,n,3
頰囊,n,12
頰板區,n,3
頰線,n,3
頰繫帶,n,3
頰肽,n,3
頰脂墊,n,3
頰腺,n,3
頰車,n,3
頰車穴,n,4
頰間隙,n,3
頰面管,n,3
頲,zg,6
頵,zg,3
頷厭,v,3
頷版,v,3
頷聯,v,3
頷首微笑,nr,3
頸側,n,17
頸內,s,28
頸圈,n,3
頸巾,n,3
頸支抗,n,3
頸椎病,n,67
頸椎骨,n,3
頸淋巴,n,2
頸窩,n,4
頸肩痛,n,5
頸背,n,3
頸脖,n,30
頹垣廢井,l,3
頹垣敗井,l,3
頹垣敗壁,l,3
頹垣斷塹,l,3
頹垣斷壁,l,3
頹塌,z,3
頹廢派,n,16
頹廢者,n,3
頹運,n,3
頹頂,n,3
頹風,n,3
頻信,n,3
頻偏,d,3
頻傳,n,29
頻出,a,17
頻分多址,n,3
頻域,n,3
頻寬,n,3
頻帶,n,71
頻帶寬度,vn,3
頻度,n,38
頻散關係,n,3
頻次,d,20
頻段,n,102
頻率抖動,vn,3
頻率段,n,3
頻率特性,n,3
頻率牽引,vn,3
頻率計,n,3
頻率階躍,n,3
頻率響應,n,3
頻生,n,3
頻發,d,40
頻移鍵控,n,3
頻譜,n,58
頻譜儀,n,3
頻道文件,n,3
頻道欄目,n,3
頻遭,n,5
頻閃儀,n,3
頻響,n,3
頻頻告急,n,3
頻頻點頭,n,3
顃,zg,2
顅,zg,74
顆爛,n,3
顆粒劑,nz,9
顆粒化,nz,2
顆粒感,n,3
顆粒機,n,3
顆粒歸倉,n,3
顆粒無收,n,3
顆粒物,n,43
顆粒狀,nz,44
顆粒細胞,n,3
顆粒肥料,nz,3
顆粒飼料,n,3
顆衛星,nz,2
顊,zg,3
題上來,v,3
題上去,v,3
題下,n,3
題下來,v,3
題下去,v,3
題刻,n,25
題匾,n,5
題圖,n,3
題型,n,381
題外,n,43
題外話,n,3
題寫,n,239
題庫,n,30
題庫系統,n,3
題得,v,3
題材股,n,3
題注,v,2
題海,n,26
題海戰術,n,30
題為,v,367
題花,n,3
題著,v,3
題號,n,11
題記,n,52
題詠,n,17
題錄,n,6
題頭,n,3
額倫夫人,nrt,13
額倫特,nr,3
額前,nrfg,3
額勒登,nr,3
額吉納,nr,2
額吉諾,nr,4
額喇克,nr,2
額外主事,n,3
額外其,nr,3
額外小費,n,3
額外收費,n,3
額外牙,n,3
額外環,n,3
額外負擔,n,3
額外開支,n,3
額娘,n,175
額定,b,99
額定值,n,3
額定功率,n,3
額定負載,b,3
額定量,n,3
額定電流,n,3
額巴欽,nr,2
額布根,ns,2
額手相慶,i,3
額手稱頌,nr,3
額敏,nr,10
額敏河,nr,6
額敏縣,ns,7
額木爾,nr,3
額林沁,nr,2
額比亞,ns,4
額滿為止,i,3
額濟納,nr,23
額濟納旗,nr,26
額爾克,nr,2
額爾其斯,ns,3
額爾古,ns,6
額爾古納,ns,24
額爾古納市,ns,2
額爾古納河,ns,91
額爾德,nr,3
額爾德尼,nrt,13
額爾濟,nr,2
額爾登,nr,2
額爾金,nr,6
額爾齊,nr,6
額爾齊斯,ns,23
額爾齊斯河,ns,88
額菲爾士,nr,3
額葉,n,11
額賀福志郎,nr,7
額蹙心痛,i,3
額金嶺,nr,2
額首稱慶,nr,3
額魯特,nr,2
顎裂,n,2
顎足,n,3
顏三衛,nr,15
顏世貴,nr,5
顏丙燕,nr,3
顏丹晨,nr,3
顏丹鬢綠,i,3
顏之推,nr,14
顏事敵,n,2
顏二女,nr,2
顏二姓,nr,2
顏亮南,nr,2
顏亮天,nr,2
顏仟汶,nz,3
顏代領,nr,2
顏佩韋,nr,26
顏元之,nr,2
顏元孫,nr,3
顏兄弟,nr,2
顏光祿,nr,3
顏其額,nr,2
顏冬潤,nr,3
顏勤禮,nr,2
顏博爾,nr,2
顏合達,nr,7
顏大喜,nr,2
顏大怒,nr,134
顏大悅,nr,10
顏如桃花,nr,2
顏如玉,nr,15
顏姊姊,nr,4
顏姑娘意,nr,2
顏子,n,8
顏學柏,nr,6
顏守忠,nr,3
顏守貞,nr,3
顏宗弼,nr,61
顏宗望,nr,8
顏宗磐,nr,11
顏宗翰,nr,12
顏宗輔,nr,8
顏宗雋,nr,5
顏容,n,3
顏射,nr,3
顏小將軍,nr,12
顏山趙,nr,4
顏希尹,nr,23
顏師古,nr,10
顏康笑,nr,12
顏康見,nr,5
顏康驚,nr,2
顏延之,nr,6
顏延壽,nr,8
顏彼得,nr,3
顏從彝,nr,3
顏忤旨,nr,2
顏思烈,nr,4
顏思齊,nr,6
顏悅色,nr,3
顏惠慶,nr,5
顏承麟,nr,3
顏文樑,nr,6
顏料盒,n,3
顏昔班,nr,2
顏晟天,nr,2
顏晟子,nr,2
顏晟時,nr,2
顏書,n,2
顏東彪,nr,2
顏杲卿,nr,10
顏杲攻,nr,3
顏欣悅,nr,2
顏正國,nr,3
顏氏異,nr,2
顏永盛,nr,2
顏洪烈,nr,346
顏海英,nr,3
顏為笑,nr,2
顏烈笑,nr,5
顏烏野,nr,8
顏珠定,nr,2
顏異,n,4
顏相公,nr,2
顏神,n,3
顏福慶,nr,2
顏福興,nr,3
顏筋柳骨,i,2
顏精柳骨,nr,3
顏統,n,3
顏統軍,nr,39
顏總帥,nr,2
顏良之,nr,2
顏色代碼,n,3
顏色愛好,nr,3
顏色混合,nr,3
顏色立體,n,3
顏色視覺,n,3
顏色適應,n,3
顏若冰,nr,2
顏若春,nr,2
顏若朝,nr,2
顏萍喜,nr,2
顏萍奇,nr,2
顏萍奔,nr,3
顏萍容,nr,2
顏萍強,nr,2
顏萍微微,nr,4
顏萍心,nr,4
顏萍欲,nr,2
顏萍芳,nr,2
顏萍行,nr,2
顏萍騎,nr,2
顏行書,n,3
顏衛地,n,2
顏衛曰,nr,2
顏襄任,nr,2
顏謀衍,nr,2
顏邦屏,nr,256
顏阿骨,nr,68
顏阿魯,nr,2
顏陳和尚,nr,8
顏集鎮,nr,3
顏面何存,n,3
顏面掃地,n,7
顏面無光,n,3
顏骨柳筋,nr,3
顏體,n,18
顏魯公,nr,7
顓臾,ns,5
顓頊,n,82
顔,zg,4
顖會,vn,3
願不願,v,3
願不願意,v,55
願交,v,3
願受,v,3
願君,n,3
願和你,n,3
願天下有,v,3
願心,v,12
願意哦,v,3
願挨,i,3
願書,n,3
願為,v,3
願者,n,5
願者上鉤,n,9
願聞,n,3
願謹,i,3
願賭服輸,nr,3
顛乾倒坤,i,3
顛仆,n,3
顛仆流離,i,3
顛來播去,i,3
顛來簸去,z,3
顛倒反轉,i,3
顛倒幹坤,i,3
顛倒眾生,i,3
顛倒衣裳,n,3
顛倒陰陽,i,3
顛僕,n,3
顛僕流離,i,3
顛撲不磨,i,3
顛斤播兩,i,3
顛毛種種,i,3
顛簸不破,z,3
顛脣簸嘴,v,3
顛茄,n,19
顛茄草,n,3
顛衣到裳,n,3
顛覆不破,i,3
顛覆性,i,3
顛覆者,i,3
顛顛,z,3
顛顛晃晃,z,3
顛顛簸簸,z,4
顛鸞倒鳳,i,5
類乎,v,3
類人,n,162
類似之處,l,3
類似性,n,3
類似物,n,3
類光事件,n,3
類光矢量,vn,3
類別轉換,v,3
類動物,n,3
類化,v,3
類化合物,n,3
類同相召,ns,3
類喀斯特,ns,3
類囊體,n,3
類固醇,n,77
類圖書,n,3
類地行星,n,6
類型信息,n,3
類型化,n,5
類型區,n,8
類型圖,n,3
類型學,n,23
類型定義,n,2
類型接口,n,2
類型論,n,3
類型轉換,v,6
類庫,n,2
類抗生素,n,3
類推法,n,3
類推說明,n,3
類新星,n,3
類星體,n,34
類是而非,l,3
類時事件,n,3
類時矢量,vn,3
類書籍,n,3
類木行星,n,4
類染色體,n,3
類比性,n,5
類比推理,n,13
類池,n,3
類烏齊,ns,2
類烏齊縣,ns,3
類牙骨質,n,3
類物資,n,3
類物質,n,3
類產品,n,7
類病毒,n,3
類目,n,3
類空,n,3
類空截面,n,3
類空線,n,3
類空間隔,n,3
類算子,n,3
類節目,n,3
類粘蛋白,n,3
類網絡,n,2
類群,n,164
類義詞,n,3
類聚,v,3
類聚效應,n,3
類聚群分,n,3
類肝素,n,3
類股票,n,3
類脂,n,3
類菌體,n,3
類萜,n,3
類藥物,n,16
類蛋白質,n,3
類證治裁,n,3
類質同晶,n,3
類雜誌,n,3
類項,n,3
類風溼,n,19
類風溼性,n,18
類風溼病,n,3
類食品,n,3
類鬼筆,n,3
類鬼筆素,n,3
類黃酮,n,3
顠,zg,2
顢頇無能,nz,3
顣,zg,361
顧一望,nr,3
顧三麻子,nr,3
顧上尉,nr,2
顧不到,l,3
顧不過來,l,3
顧中慶,nr,4
顧主,nr,10
顧之恩,nr,4
顧也魯,nr,3
顧二哥,nr,10
顧亭林,nr,12
顧信義,nr,4
顧健翎,nr,8
顧傾人,nr,4
顧允成,nr,2
顧兆熊,nr,2
顧先生,nr,7
顧公子,nr,2
顧其子,nr,2
顧其耳,nr,2
顧冠中,nr,3
顧前不顧,i,3
顧功敘,nr,2
顧名世,nr,5
顧君恩,nr,58
顧命輔,nr,4
顧品珍,nr,4
顧問公司,n,3
顧問組,n,2
顧問處,l,9
顧問費,nr,7
顧嗣立,nr,3
顧大喜,nr,2
顧大嫂,nr,75
顧大局,nr,3
顧大章,nr,36
顧太太,nr,6
顧始汗,nr,2
顧媚生,nr,82
顧子方,nr,12
顧學頡,nr,2
顧安茹,nr,3
顧客群,nr,3
顧家崗,nr,3
顧實汗,nr,9
顧崇廉,nr,9
顧左右而言他,l,13
顧希堯,nr,3
顧廣圻,nr,2
顧延清,nr,6
顧延盛,nr,19
顧建兵,nr,3
顧建發,nr,2
顧影弄姿,i,3
顧影慚形,i,3
顧彼忌此,i,3
顧後瞻前,i,3
顧得上,l,80
顧得取,nr,2
顧得東,nr,2
顧復之恩,nr,3
顧德蓉,nr,2
顧心,n,2
顧恩思,nr,2
顧意,n,3
顧慮重重,i,26
顧憲成,nr,47
顧應祥,nr,8
顧懷遠,nr,43
顧拜旦,nr,20
顧振清,nr,4
顧景慚形,i,3
顧曉寧,nr,11
顧曉鳴,nr,13
顧曲周,nr,2
顧曲周郎,n,3
顧曲齋,nr,2
顧曼楨,nr,3
顧朝曦,nr,2
顧杲才,nr,2
顧杲扶,nr,2
顧杲望,nr,2
顧杲正,nr,3
顧林娣,nr,2
顧林生,nr,2
顧果字,n,2
顧梅君,nr,3
顧正紅,nr,29
顧正龍,nr,16
顧永菲,nr,3
顧況,n,4
顧海兵,nr,2
顧海波,nr,8
顧清山,nr,3
顧渚紫,nr,3
顧源,n,466
顧源之,nr,2
顧源伸,nr,2
顧源會,nr,2
顧源正,nr,2
顧準,n,68
顧澄勇,nr,8
顧瀚思,nr,5
顧無語,i,2
顧爾純,nr,2
顧爾謙,nr,28
顧犬補牢,i,3
顧玉書,nr,3
顧玉清,nr,2
顧理,n,5
顧盼多姿,i,3
顧盼生姿,i,12
顧盼生情,i,3
顧盼生輝,nr,3
顧盼神飛,nr,2
顧盼自若,nr,3
顧盼自豪,nr,3
顧眉揚,nr,2
顧祖禹,nr,6
顧祝同,nr,20
顧秀蓮,nr,260
顧秉謙,nr,19
顧秋水,nr,857
顧築勝,nr,3
顧維均,nr,2
顧維鈞,nr,14
顧繡,nr,13
顧翊群,nr,2
顧翼東,nr,2
顧而言他,l,3
顧聖嬰,nr,3
顧自地,nr,5
顧莞爾,nr,2
顧萬明,nr,3
顧裡剛,nr,2
顧裡新,nr,2
顧視,v,3
顧誘,v,3
顧諸紫,nr,2
顧謂眾,nr,8
顧謂諸,nr,4
顧金,n,4
顧金標,nr,216
顧錫疇,nr,12
顧鐵華,nr,2
顧長衛,nr,16
顧雍進,nr,2
顧雙鳳,nr,28
顧雛軍,nr,33
顧雲章,nr,3
顧順章,nr,3
顧頡剛,nr,51
顧頭不顧尾,i,3
顧顧,v,2
顧養民,nr,129
顧鳳才,nr,8
顧麟生,nr,25
顧黃呂,nr,4
顧鼎臣,nr,3
顧齊平,nr,16
顫動回聲,n,3
顫動線,n,3
顫微微,z,7
顫抖地,z,3
顫振,v,17
顫沼,n,3
顫顫巍巍,z,24
顫顫悠悠,z,11
顯亮,a,3
顯像劑,n,3
顯具,v,3
顯化,v,3
顯卡,v,21
顯姓揚名,i,3
顯威,v,10
顯存,v,8
顯宿,v,2
顯富,a,3
顯屬,v,3
顯山,v,11
顯山露水,i,8
顯式算子,n,3
顯形,v,10
顯影像,n,3
顯影劑,n,10
顯影機,n,3
顯影液,n,3
顯影紙,n,3
顯得出眾,i,3
顯微圖,nr,3
顯微外科,nz,3
顯微學,n,3
顯微攝影,i,3
顯微攝象,n,3
顯微照片,n,3
顯微照相,nr,3
顯微組分,n,3
顯微結構,n,3
顯微闡幽,nr,3
顯性化,v,2
顯擺,v,24
顯效,a,10
顯教,nz,3
顯族,nz,2
顯易,a,3
顯晶,nr,4
顯水,v,5
顯熱負荷,n,3
顯熱通量,n,3
顯爵,v,2
顯生宙,n,14
顯碩,a,2
顯示信息,i,4
顯示儀,nz,17
顯示卡,n,2
顯示圖,n,2
顯示字符,n,3
顯示屏,n,176
顯示文件,n,3
顯示方式,nz,3
顯示桌面,n,3
顯示牌,n,4
顯示目錄,n,3
顯示管,n,6
顯示終端,i,9
顯示裝置,n,3
顯祖揚名,i,3
顯祖揚宗,nr,3
顯祖榮宗,nr,3
顯而,i,3
顯能,v,3
顯色,v,23
顯色劑,n,6
顯色性,n,3
顯色指數,i,3
顯花,v,2
顯著地位,n,3
顯著性,n,3
顯著成績,n,3
顯著效果,n,3
顯著標志,n,3
顯著特點,n,3
顯著者,n,6
顯要人物,l,3
顯要位置,n,3
顯親揚名,i,2
顯親王,nr,3
顯證,v,3
顯象,v,3
顯象管,v,2
顯財,v,3
顯赫一時,i,21
顯赫家世,nr,3
顯身,v,3
顯身揚名,i,3
顯通寺,nr,7
顯體,a,3
顱內,s,75
顱底,s,7
顱底點,n,3
顱息,n,3
顱相學,n,5
顱腔,n,23
顱腦,n,28
顳,n,62
顳下間隙,n,3
顳葉,n,13
顳間隙,n,3
顳顬,n,16
顳骨,n,6
顴髎,n,3
風不,i,3
風不鳴條,i,3
風中之燭,i,3
風中秉燭,i,3
風之傷,i,3
風之影,i,3
風之狼,n,3
風之翼,i,3
風之舞,i,3
風之谷,i,3
風之軒,nz,3
風乾機,i,3
風來雲散,i,3
風俗人情,i,16
風俗畫,n,47
風信年華,i,3
風信花,n,3
風偏,n,9
風停了,l,3
風光一時,i,8
風光不在,i,3
風光十足,i,3
風光帶,n,3
風光旖旎,i,23
風光月霽,i,3
風光片,n,8
風光秀麗,i,3
風入松,n,4
風入鬆,n,4
風兵草甲,n,3
風再起,i,3
風冷,n,33
風冷式,n,3
風刀霜劍,i,4
風前月下,i,3
風前殘燭,i,3
風剝雨蝕,i,3
風動,n,33
風動工具,n,6
風動石,n,9
風化層,n,3
風化殼,n,3
風口,n,34
風口浪尖,n,36
風向器,n,3
風向圖,n,3
風向標,n,50
風吟,v,3
風吹,v,3
風吹不動,i,3
風吹日晒,i,156
風吹浪打,i,4
風吹草低見牛羊,i,10
風吹雨淋,i,7
風吹雲散,i,3
風吹馬耳,i,3
風味十足,i,3
風味小吃,i,3
風味菜,n,11
風味餐廳,n,3
風和日暖,i,5
風和日美,nz,3
風嘴,n,3
風回電激,l,3
風圈,n,4
風土民情,n,7
風城,n,3
風塵之會,i,3
風塵之變,i,3
風塵女,n,3
風塵碌碌,i,3
風塵骯髒,nr,3
風壓,n,17
風壓差,n,3
風天,n,2
風媒,n,3
風媒傳粉,n,3
風媒花,n,4
風害,n,8
風尚大典,i,3
風尚獎,nz,2
風崗,n,3
風市,n,3
風帆,n,105
風帽,n,28
風幕機,n,3
風平波息,n,3
風府,n,3
風府穴,n,4
風影敷衍,i,3
風從虎,i,4
風心病,n,2
風必摧之,i,2
風急浪大,i,3
風急浪高,i,6
風悽月冷,i,3
風情區,n,4
風情園,n,6
風情月債,n,2
風情月思,i,3
風情月意,i,3
風情節,n,3
風情線,n,3
風情萬種,i,34
風情街,n,3
風慄,n,3
風扇工作,n,2
風扇散熱,i,2
風扇皮帶,n,3
風捲荷葉,n,3
風採錄,n,3
風掣雷行,l,3
風揚,v,53
風擋,n,18
風操,n,3
風斗,n,9
風旋電掣,i,3
風景不殊,a,3
風景優美,i,3
風景名勝,i,3
風景園林,n,3
風景圖,n,3
風景圖片,n,3
風景如畫,i,34
風景學,n,3
風景林,n,2
風景樹,n,6
風景秀麗,i,3
風景設計,i,3
風景迷人,i,3
風景點,n,23
風暴潮,n,33
風月無涯,i,3
風月無邊,i,3
風木之思,i,3
風木之悲,i,3
風木含悲,i,3
風林火山,n,3
風格化,n,2
風格各異,l,42
風格特徵,n,2
風格館,n,3
風梨,n,3
風槍,n,2
風機,n,40
風機廠,n,3
風檔,n,3
風檣陣馬,t,3
風正,n,7
風正一帆懸,i,4
風氣之先,i,21
風水學,n,3
風水寶地,n,51
風水師,n,5
風池,n,3
風池穴,n,10
風沙區,n,6
風沙暴,n,3
風沙源,n,3
風油精,n,26
風波不斷,i,3
風波惡,i,3
風泵,n,3
風洞試驗,n,3
風流人物,n,25
風流儒雅,i,3
風流冤孽,i,3
風流千古,i,3
風流成性,n,3
風流才子,i,27
風流罪過,l,6
風流跌宕,l,3
風海流,n,4
風淋室,i,3
風清弊絕,n,3
風清揚,i,3
風清月明,i,3
風清月朗,i,3
風源,n,5
風溼性,"n, vn","35, 3"
風溼性關節炎,n,17
風溼熱,n,27
風溼疹,n,3
風溼病,"n, vn","63, 3"
風溼病學,n,3
風溼症,n,3
風溼痛,n,6
風溼科,n,3
風滿樓,i,3
風激電飛,l,3
風激電駭,n,3
風瀟瀟,z,3
風瀟雨晦,i,3
風火山,i,3
風火牆,n,4
風火輪,n,11
風無痕,n,3
風煙,n,7
風燭,n,3
風燭之年,i,3
風燭草露,i,3
風爪,n,3
風物長宜放眼量,n,2
風狂雨驟,l,3
風玫瑰圖,n,3
風球,n,3
風琴手,n,3
風生水,n,3
風疹塊,n,4
風疹病毒,n,3
風痺,n,2
風癱,n,4
風發,n,3
風砂,n,3
風磨,n,2
風禾盡起,l,3
風稜石,n,2
風箏會,n,7
風箏節,n,13
風管,n,6
風範長存,n,3
風籍,n,3
風紀扣,n,7
風罩,n,2
風習,n,28
風翔,v,46
風聞而來,i,3
風聞而至,i,3
風聲水起,i,3
風能,n,83
風舉雲搖,i,3
風舉雲飛,i,3
風良,n,3
風色,n,17
風花雪夜,i,3
風華正茂,i,31
風華高科,n,2
風蕭蕭,i,3
風蘭,n,5
風虎雲龍,i,3
風蝕,n,133
風蝕坑,n,3
風蝕殘年,n,3
風蝕窪地,n,3
風蝕脊,n,3
風蟲媒,n,3
風蠟,n,3
風行一世,i,3
風行水上,n,3
風行者,n,3
風行草從,i,3
風行草靡,i,3
風行雨散,i,3
風行雷厲,i,3
風行電掃,nz,3
風行電掣,i,3
風行電擊,n,3
風行電照,n,3
風裡,n,3
風裡來,l,5
風裡來雨裡去,i,5
風褸,l,3
風言影語,i,3
風言醋語,n,3
風言霧語,i,3
風訊網,n,3
風語不透,i,3
風語者,n,3
風謠,n,4
風豔閣,i,3
風起水湧,i,3
風起雲蒸,nz,3
風趣橫生,i,3
風車翼,n,3
風車雨馬,n,3
風車雲馬,i,3
風輕雲淨,i,3
風速儀,n,3
風速器,n,3
風速表,n,2
風速計,n,10
風道,n,27
風選,n,3
風采錄,n,3
風采飛揚,i,3
風量,n,6
風錘,n,2
風鎬,n,3
風鏟,n,3
風鑽,n,5
風門,n,9
風門水口,n,3
風閘,n,5
風際中,n,3
風障,n,3
風險係數,n,3
風險性,n,33
風險意識,n,3
風險投資,n,3
風險管理,n,3
風險金,n,2
風雨不改,i,3
